1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q3,711.00,86.00,11476.00,82.00,200.00,472.00,1604.00,-252.00,-252.00,0.00,104.00,9420.00,0.00,10292.00,13884.00,-3592.00,-872.00,0.00,-872.00,0.00,0.00,0.00,0.00,0.00,0.00,-154.00,0.00,-154.00,11348.00,-2252.00,2384.00,21120.00,13272.00,-140.00,13412.00,0.00,0.00,-368.00,8216.00,0.00,0.00,0.00,-9904.00,24.00,-9928.00,497.00
1978:Q4,649.00,92.00,5360.00,9128.00,0.00,592.00,11188.00,-772.00,-772.00,0.00,-7548.00,-6808.00,0.00,-6592.00,-21572.00,14980.00,-216.00,0.00,-216.00,0.00,0.00,0.00,0.00,0.00,0.00,-420.00,0.00,-420.00,7488.00,16016.00,3456.00,-33028.00,-42276.00,-248.00,-42028.00,0.00,0.00,916.00,8332.00,0.00,0.00,0.00,21044.00,64.00,20980.00,2685.00
1979:Q1,423.00,78.00,7036.00,4746.00,0.00,1308.00,-8716.00,-836.00,-836.00,0.00,4348.00,3536.00,0.00,5264.00,-3668.00,8932.00,-1728.00,0.00,-1728.00,0.00,0.00,0.00,0.00,0.00,0.00,2650.00,0.00,2650.00,3980.00,-1384.00,-1548.00,25988.00,16788.00,580.00,16208.00,0.00,0.00,-488.00,9688.00,0.00,0.00,0.00,-19076.00,140.00,-19216.00,-2711.00
1979:Q2,197.00,80.00,3252.00,-836.00,2000.00,1468.00,-1652.00,2380.00,2380.00,0.00,12976.00,-11296.00,0.00,-12484.00,-11484.00,-1000.00,1188.00,0.00,1188.00,0.00,0.00,0.00,0.00,0.00,0.00,-1788.00,0.00,-1788.00,3164.00,-912.00,1544.00,-8880.00,-18836.00,-56.00,-18780.00,0.00,0.00,76.00,9880.00,0.00,0.00,0.00,11412.00,52.00,11360.00,29.00
1979:Q3,23.00,84.00,6312.00,-6042.00,0.00,1200.00,-5080.00,-1608.00,-1608.00,0.00,-10804.00,24668.00,0.00,22816.00,23448.00,-632.00,1852.00,0.00,1852.00,0.00,0.00,0.00,0.00,0.00,0.00,3978.00,0.00,3978.00,6276.00,-1428.00,2900.00,14860.00,4068.00,-136.00,4204.00,0.00,0.00,-392.00,11184.00,0.00,0.00,0.00,-10056.00,36.00,-10092.00,-97.00
1979:Q4,-61.00,86.00,26888.00,1022.00,0.00,1064.00,16452.00,1192.00,1192.00,0.00,-4280.00,11624.00,0.00,11656.00,4048.00,7608.00,-32.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,-186.00,0.00,-186.00,29800.00,-2000.00,9176.00,816.00,-1488.00,628.00,-2116.00,0.00,0.00,1248.00,1056.00,0.00,0.00,0.00,21808.00,40.00,21768.00,2765.00
1980:Q1,-16.00,111.00,12972.00,4160.00,4672.00,1044.00,-12340.00,4192.00,4192.00,0.00,7068.00,10776.00,0.00,10796.00,-5572.00,16368.00,-20.00,0.00,-20.00,0.00,0.00,0.00,0.00,0.00,0.00,-6600.00,0.00,-6600.00,11336.00,8416.00,-2888.00,12608.00,-552.00,368.00,-920.00,0.00,0.00,-852.00,14012.00,0.00,0.00,0.00,-6800.00,56.00,-6856.00,-1763.00
1980:Q2,36.00,109.00,30032.00,-990.00,200.00,684.00,1940.00,-9148.00,-9148.00,0.00,1840.00,32356.00,0.00,29700.00,23720.00,5980.00,2656.00,0.00,2656.00,0.00,0.00,0.00,0.00,0.00,0.00,3150.00,0.00,3150.00,29912.00,15464.00,-4844.00,13212.00,-676.00,-228.00,-448.00,0.00,0.00,968.00,12920.00,0.00,0.00,0.00,6080.00,40.00,6040.00,-193.00
1980:Q3,122.00,112.00,-26300.00,1060.00,1000.00,520.00,-3900.00,3068.00,3068.00,0.00,-2764.00,-24212.00,0.00,-23840.00,-23496.00,-344.00,-372.00,0.00,-372.00,0.00,0.00,0.00,0.00,0.00,0.00,-1072.00,0.00,-1072.00,-26356.00,-27852.00,6444.00,-340.00,-10076.00,-252.00,-9824.00,0.00,0.00,-1076.00,10812.00,0.00,0.00,0.00,-4608.00,60.00,-4668.00,-46.00
1980:Q4,206.00,116.00,11576.00,8540.00,-3000.00,716.00,5100.00,3308.00,3308.00,0.00,-2280.00,-4796.00,0.00,-4624.00,-876.00,-3748.00,-172.00,0.00,-172.00,0.00,0.00,0.00,0.00,0.00,0.00,3988.00,0.00,3988.00,13156.00,-5372.00,6648.00,10532.00,7024.00,-116.00,7140.00,0.00,0.00,-8.00,3516.00,0.00,0.00,0.00,1348.00,76.00,1272.00,1670.00
1981:Q1,295.00,145.00,6896.00,4794.00,1200.00,688.00,-4824.00,-4612.00,-4612.00,0.00,1796.00,6672.00,0.00,6740.00,-6440.00,13180.00,-68.00,0.00,-68.00,0.00,0.00,0.00,0.00,0.00,0.00,1182.00,0.00,1182.00,5004.00,-7016.00,-184.00,15056.00,6224.00,228.00,5996.00,0.00,0.00,-60.00,8892.00,0.00,0.00,0.00,-2852.00,96.00,-2948.00,-1742.00
1981:Q2,391.00,150.00,8216.00,208.00,1000.00,616.00,-3020.00,1416.00,1416.00,0.00,152.00,6196.00,0.00,6308.00,6060.00,248.00,-112.00,0.00,-112.00,0.00,0.00,0.00,0.00,0.00,0.00,1648.00,0.00,1648.00,8132.00,-144.00,-2096.00,4996.00,-4592.00,-64.00,-4528.00,0.00,0.00,-240.00,9828.00,0.00,0.00,0.00,5376.00,76.00,5300.00,157.00
1981:Q3,429.00,157.00,7592.00,-1732.00,1000.00,620.00,1220.00,5904.00,5904.00,0.00,-7144.00,11668.00,0.00,11800.00,13348.00,-1548.00,-132.00,0.00,-132.00,0.00,0.00,0.00,0.00,0.00,0.00,-3944.00,0.00,-3944.00,7652.00,8604.00,4396.00,-7396.00,-11600.00,-84.00,-11516.00,0.00,0.00,132.00,4072.00,0.00,0.00,0.00,2048.00,44.00,2004.00,332.00
1981:Q4,365.00,164.00,9996.00,-1508.00,0.00,676.00,-4196.00,-3540.00,-3540.00,0.00,6596.00,10764.00,0.00,8908.00,9716.00,-808.00,1856.00,0.00,1856.00,0.00,0.00,0.00,0.00,0.00,0.00,1204.00,0.00,1204.00,11612.00,-10356.00,-6848.00,30876.00,14952.00,-52.00,15004.00,0.00,0.00,732.00,15192.00,0.00,0.00,0.00,-2060.00,84.00,-2144.00,1817.00
1982:Q1,166.00,178.00,8540.00,276.00,1000.00,620.00,480.00,4180.00,4180.00,0.00,6812.00,-3708.00,0.00,-3260.00,-15264.00,12004.00,-448.00,0.00,-448.00,0.00,0.00,0.00,0.00,0.00,0.00,-1120.00,0.00,-1120.00,7644.00,2212.00,8728.00,5356.00,1296.00,160.00,1136.00,0.00,0.00,-528.00,4588.00,0.00,0.00,0.00,-8652.00,80.00,-8732.00,-908.00
1982:Q2,18.00,174.00,1276.00,154.00,1000.00,560.00,2652.00,-4032.00,-4032.00,0.00,-7040.00,9032.00,0.00,9076.00,9512.00,-436.00,-44.00,0.00,-44.00,0.00,0.00,0.00,0.00,0.00,0.00,-1050.00,0.00,-1050.00,1560.00,-11580.00,9320.00,1964.00,-52.00,-96.00,44.00,0.00,0.00,716.00,1300.00,0.00,0.00,0.00,1856.00,116.00,1740.00,128.00
1982:Q3,-8.00,169.00,19444.00,-170.00,1600.00,540.00,-7980.00,-2060.00,-2060.00,0.00,13672.00,10236.00,0.00,10448.00,9552.00,896.00,-212.00,0.00,-212.00,0.00,0.00,0.00,0.00,0.00,0.00,3606.00,0.00,3606.00,18452.00,-7956.00,1032.00,21004.00,8376.00,-148.00,8524.00,0.00,0.00,-876.00,13504.00,0.00,0.00,0.00,4372.00,56.00,4316.00,-1169.00
1982:Q4,32.00,167.00,20172.00,1844.00,1600.00,524.00,8740.00,-1624.00,-1624.00,0.00,-5072.00,15164.00,0.00,15212.00,16464.00,-1252.00,-48.00,0.00,-48.00,0.00,0.00,0.00,0.00,0.00,0.00,-1004.00,0.00,-1004.00,21452.00,22368.00,-15436.00,12280.00,-6752.00,24.00,-6776.00,0.00,0.00,-308.00,19340.00,0.00,0.00,0.00,2240.00,72.00,2168.00,1145.00
1983:Q1,238.00,138.00,8248.00,-2868.00,0.00,680.00,-8996.00,8364.00,8364.00,0.00,-7400.00,18420.00,0.00,18508.00,4176.00,14332.00,-88.00,0.00,-88.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,48.00,6928.00,-14584.00,12948.00,17772.00,4444.00,276.00,4168.00,0.00,0.00,608.00,12720.00,0.00,0.00,0.00,-9208.00,136.00,-9344.00,-1220.00
1983:Q2,346.00,141.00,23756.00,-1186.00,0.00,716.00,2136.00,3208.00,3208.00,0.00,9644.00,11260.00,0.00,11360.00,10976.00,384.00,-100.00,0.00,-100.00,0.00,0.00,0.00,0.00,0.00,0.00,-2022.00,0.00,-2022.00,23836.00,-12136.00,6548.00,23596.00,17368.00,140.00,17228.00,0.00,0.00,-832.00,7060.00,0.00,0.00,0.00,5828.00,112.00,5716.00,285.00
1983:Q3,488.00,149.00,47112.00,-1672.00,0.00,704.00,-4320.00,-7940.00,-7940.00,0.00,29764.00,29236.00,0.00,29848.00,18740.00,11108.00,-612.00,0.00,-612.00,0.00,0.00,0.00,0.00,0.00,0.00,1340.00,0.00,1340.00,46236.00,3784.00,-11436.00,41736.00,17320.00,-260.00,17580.00,0.00,0.00,432.00,23984.00,0.00,0.00,0.00,12152.00,100.00,12052.00,-537.00
1983:Q4,428.00,159.00,-41492.00,-1064.00,0.00,656.00,6492.00,-2828.00,-2828.00,0.00,-47060.00,-280.00,0.00,88.00,-33892.00,33980.00,-368.00,0.00,-368.00,0.00,0.00,0.00,0.00,0.00,0.00,2592.00,0.00,2592.00,-39800.00,2764.00,-2192.00,-31136.00,-44484.00,-20.00,-44464.00,0.00,0.00,-104.00,13452.00,0.00,0.00,0.00,-9236.00,76.00,-9312.00,1961.00
1984:Q1,222.00,133.00,25684.00,474.00,0.00,628.00,-3104.00,-88.00,-88.00,0.00,8160.00,18696.00,0.00,19044.00,47764.00,-28720.00,-348.00,0.00,-348.00,0.00,0.00,0.00,0.00,0.00,0.00,918.00,0.00,918.00,23600.00,-712.00,5552.00,24372.00,12676.00,160.00,12516.00,0.00,0.00,192.00,11504.00,0.00,0.00,0.00,-5612.00,136.00,-5748.00,-1995.00
1984:Q2,274.00,139.00,15760.00,-192.00,0.00,896.00,-5768.00,15456.00,15456.00,0.00,4784.00,-1384.00,0.00,-1156.00,2248.00,-3404.00,-228.00,0.00,-228.00,0.00,0.00,0.00,0.00,0.00,0.00,1968.00,0.00,1968.00,16096.00,2152.00,336.00,11772.00,-1192.00,80.00,-1272.00,0.00,0.00,-388.00,13352.00,0.00,0.00,0.00,1836.00,168.00,1668.00,471.00
1984:Q3,572.00,144.00,40720.00,394.00,0.00,496.00,3776.00,7492.00,7492.00,0.00,-4832.00,23308.00,0.00,23340.00,6236.00,17104.00,-32.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,10086.00,0.00,10086.00,40796.00,8948.00,-1092.00,16464.00,5292.00,-232.00,5524.00,0.00,0.00,-104.00,11276.00,0.00,0.00,0.00,16476.00,224.00,16252.00,504.00
1984:Q4,504.00,148.00,-23844.00,1464.00,0.00,724.00,2264.00,-12224.00,-12224.00,0.00,-8092.00,-6984.00,0.00,-6568.00,10192.00,-16760.00,-416.00,0.00,-416.00,0.00,0.00,0.00,0.00,0.00,0.00,-996.00,0.00,-996.00,-22816.00,-8896.00,8204.00,-11500.00,-9956.00,192.00,-10148.00,0.00,0.00,144.00,-1688.00,0.00,0.00,0.00,-10624.00,116.00,-10740.00,1384.00
1985:Q1,-1633.00,195.00,38664.00,592.00,0.00,680.00,-2228.00,-3980.00,-3980.00,0.00,11376.00,32232.00,0.00,32300.00,1736.00,30564.00,-68.00,0.00,-68.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,0.00,-8.00,35296.00,24884.00,-7992.00,27304.00,6188.00,164.00,6024.00,0.00,0.00,-112.00,21228.00,0.00,0.00,0.00,-8900.00,244.00,-9144.00,-5196.00
1985:Q2,-1584.00,199.00,16008.00,448.00,0.00,780.00,-144.00,-4976.00,-4976.00,0.00,232.00,20376.00,0.00,20652.00,27328.00,-6676.00,-276.00,0.00,-276.00,0.00,0.00,0.00,0.00,0.00,0.00,-708.00,0.00,-708.00,16860.00,12360.00,-800.00,3416.00,-12292.00,136.00,-12428.00,0.00,0.00,180.00,15528.00,0.00,0.00,0.00,1884.00,136.00,1748.00,-931.00
1985:Q3,-1230.00,196.00,17692.00,494.00,0.00,564.00,-772.00,4728.00,4728.00,0.00,-4864.00,13252.00,0.00,13556.00,3720.00,9836.00,-304.00,0.00,-304.00,0.00,0.00,0.00,0.00,0.00,0.00,4290.00,0.00,4290.00,16692.00,-8348.00,8816.00,4752.00,-4552.00,-168.00,-4384.00,0.00,0.00,1140.00,8164.00,0.00,0.00,0.00,11472.00,128.00,11344.00,-2426.00
1985:Q4,-1297.00,201.00,27308.00,6268.00,400.00,512.00,3676.00,2160.00,2160.00,0.00,6088.00,7792.00,0.00,7792.00,24776.00,-16984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,412.00,0.00,412.00,30204.00,-1648.00,5032.00,30908.00,26944.00,16.00,26928.00,0.00,0.00,-736.00,4700.00,0.00,0.00,0.00,-4088.00,112.00,-4200.00,1398.00
1986:Q1,-2638.00,214.00,18512.00,386.00,0.00,620.00,-1712.00,-8968.00,-8968.00,0.00,2744.00,24496.00,0.00,24656.00,-4712.00,29368.00,-160.00,0.00,-160.00,0.00,0.00,0.00,0.00,0.00,0.00,946.00,0.00,946.00,17008.00,24348.00,-2012.00,6060.00,-12052.00,268.00,-12320.00,0.00,2044.00,-808.00,16876.00,0.00,0.00,0.00,-11388.00,160.00,-11548.00,-4356.00
1986:Q2,-2413.00,209.00,2800.00,412.00,400.00,492.00,-1108.00,536.00,536.00,0.00,-13128.00,15044.00,0.00,15244.00,28916.00,-13672.00,-200.00,0.00,-200.00,0.00,0.00,0.00,0.00,0.00,0.00,152.00,0.00,152.00,1480.00,12280.00,192.00,-8368.00,-19640.00,-64.00,-19576.00,0.00,-244.00,128.00,11388.00,0.00,0.00,0.00,-2624.00,-56.00,-2568.00,-3942.00
1986:Q3,-2031.00,207.00,51828.00,794.00,800.00,432.00,2264.00,-292.00,-292.00,0.00,29640.00,14092.00,0.00,14452.00,2352.00,12100.00,-360.00,0.00,-360.00,0.00,0.00,0.00,0.00,0.00,0.00,4098.00,0.00,4098.00,52092.00,9420.00,5616.00,27948.00,13144.00,-436.00,13580.00,0.00,852.00,48.00,13904.00,0.00,0.00,0.00,9108.00,168.00,8940.00,-1974.00
1986:Q4,-1998.00,211.00,54540.00,124.00,0.00,516.00,1648.00,2744.00,2744.00,0.00,23872.00,24084.00,0.00,24956.00,46844.00,-21888.00,-872.00,0.00,-872.00,0.00,0.00,0.00,0.00,0.00,0.00,1552.00,0.00,1552.00,56728.00,31856.00,-3336.00,27688.00,11004.00,-260.00,11264.00,0.00,1016.00,168.00,15500.00,0.00,0.00,0.00,520.00,100.00,420.00,-21.00
1987:Q1,-2070.00,217.00,-6580.00,-2488.00,0.00,672.00,15920.00,88.00,88.00,0.00,-44892.00,24972.00,0.00,25412.00,-3852.00,29264.00,-440.00,0.00,-440.00,0.00,0.00,0.00,0.00,0.00,0.00,-852.00,0.00,-852.00,-9272.00,-16040.00,4684.00,6416.00,-3232.00,364.00,-3596.00,0.00,-1360.00,168.00,10840.00,0.00,0.00,0.00,-4332.00,168.00,-4500.00,-4979.00
1987:Q2,-1910.00,222.00,12760.00,-6582.00,0.00,616.00,-14648.00,-2460.00,-2460.00,0.00,-2892.00,35972.00,0.00,36116.00,19560.00,16556.00,-144.00,0.00,-144.00,0.00,0.00,0.00,0.00,0.00,0.00,2754.00,0.00,2754.00,12824.00,-20604.00,2896.00,29840.00,17036.00,-104.00,17140.00,0.00,-476.00,-480.00,13760.00,0.00,0.00,0.00,692.00,180.00,512.00,-2068.00
1987:Q3,-2049.00,229.00,12932.00,370.00,0.00,468.00,-5324.00,3876.00,3876.00,0.00,-6556.00,14852.00,0.00,15092.00,-7668.00,22760.00,-240.00,0.00,-240.00,0.00,0.00,0.00,0.00,0.00,0.00,5246.00,0.00,5246.00,13984.00,7668.00,6712.00,-1336.00,-16512.00,-128.00,-16384.00,0.00,-156.00,644.00,14688.00,0.00,0.00,0.00,940.00,192.00,748.00,-1226.00
1987:Q4,-1996.00,233.00,23900.00,-6446.00,0.00,684.00,2252.00,7496.00,7496.00,0.00,10164.00,8224.00,0.00,8504.00,7624.00,880.00,-280.00,0.00,-280.00,0.00,0.00,0.00,0.00,0.00,0.00,1526.00,0.00,1526.00,24784.00,3684.00,-17468.00,32004.00,-6316.00,-56.00,-6260.00,0.00,2432.00,-776.00,36664.00,0.00,0.00,0.00,6564.00,152.00,6412.00,-1345.00
1988:Q1,135.00,201.00,11332.00,-1846.00,0.00,648.00,-2052.00,-6016.00,-6016.00,0.00,192.00,21816.00,0.00,21816.00,-1740.00,23556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1410.00,0.00,-1410.00,9392.00,-8424.00,15588.00,3920.00,368.00,132.00,236.00,0.00,-2364.00,1344.00,4572.00,0.00,0.00,0.00,-1692.00,192.00,-1884.00,-2006.00
1988:Q2,431.00,206.00,29632.00,428.00,0.00,648.00,-156.00,612.00,612.00,0.00,31396.00,-1824.00,0.00,-1824.00,-7132.00,5308.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1472.00,0.00,-1472.00,31084.00,-10436.00,7556.00,23000.00,8688.00,-188.00,8876.00,0.00,-340.00,-824.00,15476.00,0.00,0.00,0.00,10964.00,60.00,10904.00,1677.00
1988:Q3,184.00,209.00,43948.00,15066.00,0.00,544.00,3760.00,-1240.00,-1240.00,0.00,13396.00,13664.00,0.00,13664.00,4492.00,9172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1242.00,0.00,-1242.00,42524.00,13076.00,-12272.00,42220.00,16088.00,-172.00,16260.00,0.00,28.00,-204.00,26308.00,0.00,0.00,0.00,-500.00,-52.00,-448.00,-1449.00
1988:Q4,337.00,214.00,-8732.00,-3558.00,0.00,648.00,348.00,64.00,64.00,0.00,-37384.00,25368.00,0.00,25368.00,24744.00,624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5782.00,0.00,5782.00,-7084.00,-3964.00,-60.00,1376.00,-11976.00,24.00,-12000.00,0.00,760.00,-72.00,12664.00,0.00,0.00,0.00,-4436.00,64.00,-4500.00,1771.00
