date,FA676330023.Q,FA675013025.Q,FA674090005.Q,FA674022005.Q,FA673061103.Q,FA673061703.Q,FA674023005.Q,FA673069005.Q,FA673065005.Q,FA673065105.Q,FA673065405.Q,FA673065505.Q,FA673066000.Q,FA673070003.Q,FA673090543.Q,FA674122005.Q,FA673169105.Q,FA673163005.Q,FA677005005.Q,FA675013013.Q,FA643065045.Q
1984:Q1,0.00,0.00,7900.00,7020.00,0.00,7020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880.00,0.00,7900.00,880.00,7020.00,0.00,0.00,2000.00
1984:Q2,0.00,0.00,7880.00,7000.00,0.00,7000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880.00,0.00,7880.00,880.00,7000.00,0.00,0.00,2000.00
1984:Q3,0.00,0.00,7880.00,7000.00,0.00,7000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880.00,0.00,7880.00,880.00,7000.00,0.00,0.00,2000.00
1984:Q4,0.00,0.00,11076.00,2196.00,0.00,2196.00,8000.00,0.00,8000.00,8000.00,0.00,0.00,0.00,880.00,0.00,11076.00,880.00,10196.00,0.00,0.00,2224.00
1985:Q1,0.00,0.00,18356.00,15461.00,0.00,15461.00,2015.00,0.00,2015.00,2164.00,0.00,-149.00,0.00,880.00,0.00,18356.00,880.00,17476.00,0.00,0.00,96.00
1985:Q2,0.00,0.00,15220.00,6841.00,0.00,6841.00,7499.00,0.00,7499.00,7264.00,0.00,235.00,0.00,880.00,0.00,15220.00,880.00,14340.00,0.00,0.00,120.00
1985:Q3,0.00,0.00,14244.00,9814.00,0.00,9814.00,3550.00,0.00,3550.00,2368.00,0.00,1182.00,0.00,880.00,0.00,14244.00,880.00,13364.00,0.00,0.00,160.00
1985:Q4,0.00,0.00,15520.00,3832.00,0.00,3832.00,10808.00,0.00,10808.00,9820.00,0.00,988.00,0.00,880.00,0.00,15520.00,880.00,14640.00,0.00,0.00,128.00
1986:Q1,0.00,0.00,34104.00,27512.00,0.00,27512.00,5712.00,0.00,5712.00,5824.00,0.00,-112.00,0.00,880.00,0.00,34104.00,880.00,33224.00,0.00,0.00,412.00
1986:Q2,0.00,0.00,30192.00,18566.00,0.00,18566.00,10746.00,0.00,10746.00,8660.00,0.00,2086.00,0.00,880.00,0.00,30192.00,880.00,29312.00,0.00,0.00,1836.00
1986:Q3,0.00,0.00,25412.00,13623.00,0.00,13623.00,10909.00,0.00,10909.00,9580.00,0.00,1329.00,0.00,880.00,0.00,25412.00,880.00,24532.00,0.00,0.00,2524.00
1986:Q4,0.00,0.00,60488.00,113704.00,0.00,113704.00,-54096.00,0.00,-54096.00,-53660.00,660.00,-1096.00,0.00,880.00,0.00,60488.00,880.00,59608.00,0.00,0.00,13208.00
1987:Q1,0.00,0.00,73912.00,62846.00,0.00,62846.00,9562.00,0.00,9562.00,7532.00,36.00,1994.00,0.00,1504.00,0.00,73912.00,1712.00,72200.00,0.00,0.00,1640.00
1987:Q2,0.00,0.00,43820.00,26972.00,0.00,26972.00,15168.00,0.00,15168.00,11776.00,76.00,3316.00,0.00,1680.00,0.00,43820.00,2068.00,41752.00,0.00,0.00,9328.00
1987:Q3,0.00,0.00,47680.00,20649.00,0.00,20649.00,25159.00,0.00,25159.00,23272.00,760.00,1127.00,0.00,1872.00,0.00,47680.00,1988.00,45692.00,0.00,0.00,7480.00
1987:Q4,0.00,0.00,8932.00,2517.00,0.00,2517.00,4335.00,0.00,4335.00,2152.00,584.00,1599.00,0.00,2080.00,0.00,8932.00,1368.00,7564.00,0.00,0.00,6852.00
1988:Q1,0.00,0.00,48288.00,39498.00,0.00,39498.00,7258.00,0.00,7258.00,5764.00,1012.00,482.00,0.00,1532.00,0.00,48288.00,2760.00,45528.00,0.00,0.00,1372.00
1988:Q2,0.00,0.00,34356.00,25197.00,0.00,25197.00,7511.00,0.00,7511.00,6032.00,36.00,1443.00,0.00,1648.00,0.00,34356.00,2684.00,31672.00,0.00,0.00,1660.00
1988:Q3,0.00,0.00,27216.00,14562.00,0.00,14562.00,10886.00,0.00,10886.00,8132.00,220.00,2534.00,0.00,1768.00,0.00,27216.00,1516.00,25700.00,0.00,0.00,-88.00
1988:Q4,0.00,0.00,34432.00,22182.00,0.00,22182.00,10346.00,0.00,10346.00,8332.00,484.00,1530.00,0.00,1904.00,0.00,34432.00,-108.00,34540.00,0.00,0.00,3352.00
1989:Q1,0.00,0.00,46973.00,10904.00,0.00,10904.00,34869.00,864.00,6952.00,4648.00,-132.00,2436.00,27053.00,1200.00,0.00,46973.00,8526.00,38447.00,0.00,0.00,2956.00
1989:Q2,0.00,0.00,12772.00,-8785.00,0.00,-8785.00,20356.00,8.00,6969.00,3368.00,-60.00,3661.00,13380.00,1200.00,0.00,12772.00,10663.00,2109.00,0.00,0.00,328.00
1989:Q3,0.00,0.00,10805.00,7972.00,0.00,7972.00,1634.00,436.00,-7588.00,-12736.00,140.00,5008.00,8785.00,1200.00,0.00,10805.00,9654.00,1151.00,0.00,0.00,692.00
1989:Q4,0.00,0.00,37222.00,-42215.00,0.00,-42215.00,75337.00,1176.00,42439.00,38560.00,-4.00,3883.00,31722.00,4100.00,0.00,37222.00,6829.00,30393.00,0.00,0.00,-1080.00
1990:Q1,0.00,0.00,47723.00,23313.00,0.00,23313.00,17818.00,712.00,-15777.00,-20640.00,156.00,4707.00,32883.00,6592.00,0.00,47723.00,14151.00,33572.00,0.00,0.00,-1092.00
1990:Q2,244.00,604.00,72586.00,2590.00,0.00,2590.00,62160.00,216.00,18914.00,18792.00,-132.00,254.00,43030.00,7836.00,0.00,72946.00,17801.00,55145.00,0.00,360.00,1784.00
1990:Q3,258.00,610.00,49246.00,5397.00,0.00,5397.00,34533.00,3332.00,18743.00,17588.00,-180.00,1335.00,12458.00,9316.00,0.00,49598.00,17118.00,32480.00,0.00,352.00,-3516.00
1990:Q4,272.00,648.00,66930.00,-14964.00,0.00,-14964.00,70818.00,10160.00,31716.00,31076.00,-184.00,824.00,28942.00,11076.00,0.00,67306.00,13671.00,53635.00,0.00,376.00,2656.00
1991:Q1,301.00,729.00,53708.00,-8352.00,0.00,-8352.00,58312.00,-184.00,21220.00,17604.00,332.00,3284.00,37276.00,3748.00,0.00,54136.00,7703.00,46433.00,0.00,428.00,1804.00
1991:Q2,372.00,1780.00,60820.00,-29741.00,0.00,-29741.00,86608.00,1828.00,56625.00,52260.00,-112.00,4477.00,28156.00,3952.00,0.00,62228.00,13203.00,49024.00,0.00,1408.00,-1324.00
1991:Q3,412.00,1164.00,59962.00,-28479.00,0.00,-28479.00,84277.00,3088.00,53579.00,47796.00,4860.00,923.00,27610.00,4164.00,0.00,60714.00,11160.00,49554.00,0.00,752.00,-1544.00
1991:Q4,382.00,-218.00,38579.00,-25512.00,0.00,-25512.00,59703.00,5184.00,42384.00,34752.00,6568.00,1064.00,12135.00,4388.00,0.00,37979.00,-2787.00,40765.00,0.00,-600.00,0.00
1992:Q1,348.00,-300.00,57991.00,-27658.00,0.00,-27658.00,82146.00,-1836.00,50722.00,40292.00,4552.00,5878.00,33259.00,3504.00,0.00,57343.00,11204.00,46140.00,0.00,-648.00,3884.00
1992:Q2,381.00,961.00,54935.00,-19268.00,0.00,-19268.00,74535.00,5348.00,53356.00,39556.00,5812.00,7988.00,15831.00,-332.00,0.00,55515.00,10137.00,45379.00,0.00,580.00,-5232.00
1992:Q3,328.00,-768.00,54577.00,-31215.00,0.00,-31215.00,82396.00,56.00,75991.00,61448.00,-304.00,14847.00,6349.00,3396.00,0.00,53481.00,11464.00,42017.00,0.00,-1096.00,-628.00
1992:Q4,364.00,1040.00,58136.00,-13699.00,0.00,-13699.00,61263.00,8220.00,39203.00,40836.00,1128.00,-2761.00,13840.00,10572.00,0.00,58812.00,-233.00,59045.00,0.00,676.00,-920.00
1993:Q1,351.00,3.00,82286.00,20657.00,0.00,20657.00,60689.00,16968.00,25715.00,14624.00,824.00,10267.00,18006.00,940.00,0.00,81938.00,7705.00,74233.00,0.00,-348.00,0.00
1993:Q2,339.00,199.00,65317.00,12244.00,0.00,12244.00,50905.00,7452.00,43972.00,31696.00,3048.00,9228.00,-519.00,2168.00,0.00,65177.00,18789.00,46388.00,0.00,-140.00,-5168.00
1993:Q3,281.00,-799.00,73522.00,31396.00,0.00,31396.00,47434.00,-4516.00,43800.00,40640.00,1100.00,2060.00,8150.00,-5308.00,0.00,72442.00,-3321.00,75763.00,0.00,-1080.00,-1820.00
1993:Q4,354.00,1974.00,108806.00,30071.00,0.00,30071.00,66207.00,18976.00,32157.00,15576.00,2212.00,14369.00,15074.00,12528.00,0.00,110426.00,-4394.00,114820.00,0.00,1620.00,0.00
1994:Q1,330.00,-742.00,120016.00,41826.00,0.00,41826.00,75798.00,13468.00,49562.00,46868.00,428.00,2266.00,12768.00,2392.00,0.00,118944.00,15331.00,103613.00,0.00,-1072.00,-3684.00
1994:Q2,325.00,429.00,48516.00,23643.00,0.00,23643.00,29077.00,-2916.00,13473.00,5640.00,2372.00,5461.00,18520.00,-4204.00,0.00,48620.00,17805.00,30815.00,0.00,104.00,-3600.00
1994:Q3,339.00,771.00,53716.00,14788.00,0.00,14788.00,25676.00,600.00,17780.00,4588.00,1024.00,12168.00,7296.00,13252.00,0.00,54148.00,23084.00,31064.00,0.00,432.00,-3600.00
1994:Q4,413.00,2081.00,57647.00,12435.00,0.00,12435.00,29400.00,5888.00,-291.00,3316.00,1964.00,-5571.00,23803.00,15812.00,0.00,59315.00,-6672.00,65987.00,0.00,1668.00,-3388.00
1995:Q1,414.00,-154.00,81698.00,-2265.00,0.00,-2265.00,72035.00,4076.00,13677.00,11988.00,-160.00,1849.00,54282.00,11928.00,0.00,81130.00,39250.00,41880.00,0.00,-568.00,-1264.00
1995:Q2,499.00,2247.00,99774.00,14853.00,0.00,14853.00,72696.00,7864.00,16303.00,12188.00,1368.00,2747.00,48530.00,12224.00,0.00,101522.00,56721.00,44800.00,0.00,1748.00,-2944.00
1995:Q3,523.00,1115.00,144151.00,46089.00,0.00,46089.00,93758.00,5028.00,12951.00,1688.00,1392.00,9871.00,75779.00,4304.00,0.00,144743.00,16451.00,128292.00,0.00,592.00,-1684.00
1995:Q4,694.00,4142.00,180197.00,24602.00,0.00,24602.00,120943.00,6908.00,24494.00,17164.00,5816.00,1514.00,89541.00,34652.00,0.00,183645.00,36761.00,146884.00,0.00,3448.00,564.00
1996:Q1,698.00,150.00,134876.00,8706.00,0.00,8706.00,118394.00,2532.00,41842.00,29260.00,1008.00,11574.00,74020.00,7776.00,0.00,134328.00,64306.00,70021.00,0.00,-548.00,568.00
1996:Q2,1626.00,18594.00,111222.00,-4486.00,0.00,-4486.00,117864.00,21716.00,40498.00,28528.00,2596.00,9374.00,55650.00,-2156.00,0.00,128190.00,58458.00,69732.00,0.00,16968.00,792.00
1996:Q3,1550.00,1042.00,66689.00,-17215.00,0.00,-17215.00,73732.00,-10304.00,35983.00,22580.00,3828.00,9575.00,48053.00,10172.00,0.00,66181.00,40557.00,25623.00,0.00,-508.00,944.00
1996:Q4,1800.00,7016.00,124674.00,-5341.00,0.00,-5341.00,109219.00,19176.00,26145.00,6024.00,7756.00,12365.00,63898.00,20796.00,0.00,129890.00,18475.00,111415.00,0.00,5216.00,-3388.00
1997:Q1,1825.00,389.00,53447.00,-29658.00,0.00,-29658.00,79273.00,-15948.00,46650.00,36876.00,-148.00,9922.00,48571.00,3832.00,0.00,52011.00,74641.00,-22631.00,0.00,-1436.00,-1408.00
1997:Q2,2007.00,5335.00,42366.00,-9629.00,0.00,-9629.00,59184.00,5764.00,38285.00,17984.00,4508.00,15793.00,15134.00,-7188.00,0.00,45694.00,63311.00,-17617.00,0.00,3328.00,3028.00
1997:Q3,2176.00,5384.00,154620.00,-43170.00,0.00,-43170.00,148774.00,-7312.00,81642.00,58776.00,2392.00,20474.00,74444.00,48648.00,368.00,157828.00,100767.00,57061.00,0.00,3208.00,1252.00
1997:Q4,2364.00,5684.00,290862.00,-4514.00,0.00,-4514.00,257161.00,122852.00,84578.00,40152.00,11616.00,32810.00,49730.00,38216.00,0.00,294182.00,118696.00,175486.00,0.00,3320.00,11968.00
1998:Q1,2347.00,1083.00,215910.00,-16107.00,0.00,-16107.00,222373.00,23852.00,128019.00,60720.00,14124.00,53175.00,70502.00,9616.00,28.00,214646.00,152117.00,62529.00,0.00,-1264.00,824.00
1998:Q2,2380.00,3808.00,278458.00,780.00,0.00,780.00,277062.00,2052.00,150524.00,74932.00,16052.00,59540.00,124486.00,-1312.00,1928.00,279886.00,139809.00,140077.00,0.00,1428.00,9648.00
1998:Q3,3124.00,16240.00,243987.00,45422.00,0.00,45422.00,194705.00,17632.00,114174.00,80116.00,8148.00,25910.00,62899.00,2752.00,1108.00,257103.00,122302.00,134802.00,0.00,13116.00,2216.00
1998:Q4,2701.00,-3351.00,289817.00,70769.00,0.00,70769.00,214104.00,59132.00,119043.00,56492.00,12824.00,49727.00,35929.00,4944.00,0.00,283765.00,88376.00,195389.00,0.00,-6052.00,-1212.00
1999:Q1,2646.00,218.00,231556.00,60602.00,0.00,60602.00,186218.00,4696.00,109194.00,48556.00,11908.00,48730.00,72328.00,-19960.00,4696.00,229128.00,119123.00,110005.00,0.00,-2428.00,-1852.00
1999:Q2,2438.00,-442.00,209751.00,60104.00,0.00,60104.00,163090.00,1348.00,74432.00,45212.00,6628.00,22592.00,87311.00,-19756.00,6312.00,206871.00,148205.00,58666.00,0.00,-2880.00,-1828.00
1999:Q3,2229.00,-883.00,195206.00,31487.00,0.00,31487.00,177719.00,-5128.00,55977.00,12864.00,6288.00,36825.00,126870.00,-16124.00,2124.00,192094.00,148722.00,43372.00,0.00,-3112.00,-876.00
1999:Q4,2017.00,-1235.00,3859.00,13319.00,24.00,13295.00,5649.00,-1508.00,42689.00,20868.00,9280.00,12541.00,-35533.00,-15316.00,208.00,607.00,139922.00,-139315.00,0.00,-3252.00,-5008.00
2000:Q1,1866.00,-1722.00,138757.00,16561.00,16.00,16545.00,103481.00,28128.00,40071.00,2376.00,3948.00,33747.00,35281.00,13344.00,5372.00,135169.00,171439.00,-36270.00,0.00,-3588.00,932.00
2000:Q2,1635.00,-2233.00,110250.00,23545.00,296.00,23249.00,78877.00,-23852.00,34031.00,5692.00,4544.00,23795.00,68698.00,-3288.00,11116.00,106382.00,145896.00,-39514.00,0.00,-3868.00,-2116.00
2000:Q3,1458.00,-1358.00,163499.00,-7719.00,56.00,-7775.00,148074.00,-6200.00,81531.00,52920.00,3024.00,25587.00,72743.00,17932.00,5212.00,160683.00,90722.00,69961.00,0.00,-2816.00,-1844.00
2000:Q4,1311.00,-1113.00,307850.00,3354.00,120.00,3234.00,258936.00,58376.00,106290.00,63376.00,10148.00,32766.00,94270.00,36528.00,9032.00,305426.00,92083.00,213343.00,0.00,-2424.00,-2932.00
2001:Q1,1330.00,1510.00,101732.00,22169.00,-512.00,22681.00,59463.00,21408.00,-60781.00,71924.00,-11392.00,-121313.00,98836.00,7388.00,12712.00,101912.00,150453.00,-48541.00,0.00,180.00,-4844.00
2001:Q2,1520.00,5588.00,202083.00,26968.00,0.00,26968.00,153331.00,7468.00,93436.00,67820.00,10212.00,15404.00,52427.00,-2496.00,24280.00,206151.00,43251.00,162899.00,0.00,4068.00,-4864.00
2001:Q3,1380.00,-1044.00,314118.00,3084.00,0.00,3084.00,274966.00,47872.00,147460.00,87016.00,-1232.00,61676.00,79634.00,24004.00,12064.00,311694.00,80072.00,231622.00,0.00,-2424.00,-2424.00
2001:Q4,1328.00,552.00,384663.00,81703.00,216.00,81487.00,269452.00,17236.00,205537.00,89496.00,24160.00,91881.00,46679.00,21304.00,12204.00,383887.00,65976.00,317912.00,0.00,-776.00,-1084.00
2002:Q1,1266.00,-106.00,221078.00,12944.00,2640.00,10304.00,179210.00,25216.00,140212.00,123028.00,1760.00,15424.00,13782.00,-1772.00,30696.00,219706.00,-64785.00,284490.00,0.00,-1372.00,-1004.00
2002:Q2,1197.00,25.00,238151.00,38434.00,44.00,38390.00,184820.00,4024.00,133410.00,104032.00,8096.00,21282.00,47387.00,-7524.00,22420.00,236979.00,-48845.00,285824.00,0.00,-1172.00,9880.00
2002:Q3,1143.00,227.00,224339.00,95317.00,212.00,95105.00,122730.00,2848.00,139723.00,86392.00,6436.00,46895.00,-19841.00,-9580.00,15872.00,223423.00,-6014.00,229437.00,0.00,-916.00,9748.00
2002:Q4,1091.00,219.00,344817.00,152465.00,140.00,152325.00,185144.00,32800.00,63411.00,12800.00,10204.00,40407.00,88933.00,-3620.00,10828.00,343945.00,-47328.00,391273.00,0.00,-872.00,13412.00
2003:Q1,1178.00,2942.00,353446.00,115842.00,1096.00,114746.00,215484.00,49036.00,136762.00,99536.00,2444.00,34782.00,29686.00,580.00,21540.00,355210.00,-48590.00,403800.00,0.00,1764.00,7116.00
2003:Q2,1134.00,238.00,226011.00,141711.00,3900.00,137811.00,57032.00,-34604.00,109117.00,59648.00,7348.00,42121.00,-17481.00,-328.00,27596.00,225115.00,-64499.00,289614.00,0.00,-896.00,11976.00
2003:Q3,1089.00,233.00,195458.00,80516.00,1556.00,78960.00,102454.00,-10628.00,184620.00,125128.00,10212.00,49280.00,-71538.00,-4448.00,16936.00,194602.00,62819.00,131783.00,0.00,-856.00,25736.00
2003:Q4,1046.00,218.00,283884.00,-3350.00,-1452.00,-1898.00,228651.00,17272.00,238450.00,210004.00,9240.00,19206.00,-27072.00,39516.00,19068.00,283056.00,-93887.00,376943.00,0.00,-828.00,17468.00
2004:Q1,1010.00,214.00,378633.00,4515.00,4888.00,-373.00,348678.00,4800.00,385127.00,296320.00,15512.00,73295.00,-41248.00,-4248.00,29688.00,377837.00,-15484.00,393321.00,0.00,-796.00,26740.00
2004:Q2,969.00,209.00,474877.00,453.00,3812.00,-3359.00,419524.00,16340.00,434706.00,369408.00,8944.00,56354.00,-31522.00,33472.00,21428.00,474117.00,-46338.00,520455.00,0.00,-760.00,27484.00
2004:Q3,931.00,199.00,518657.00,-98691.00,4140.00,-102831.00,588436.00,40472.00,560244.00,477616.00,5760.00,76868.00,-12280.00,16212.00,12700.00,517925.00,41351.00,476574.00,0.00,-732.00,66032.00
2004:Q4,894.00,198.00,538344.00,48415.00,9024.00,39391.00,479789.00,13928.00,473735.00,417312.00,10884.00,45539.00,-7874.00,-4304.00,14444.00,537648.00,4779.00,532870.00,0.00,-696.00,118232.00
2005:Q1,868.00,196.00,657617.00,16381.00,10084.00,6297.00,628064.00,29744.00,552843.00,475676.00,8104.00,69063.00,45477.00,-16468.00,29640.00,656945.00,72701.00,584244.00,0.00,-672.00,34432.00
2005:Q2,830.00,182.00,722735.00,-46121.00,18180.00,-64301.00,760140.00,6476.00,697030.00,574988.00,15244.00,106798.00,56634.00,-1192.00,9908.00,722087.00,72071.00,650016.00,0.00,-648.00,28020.00
2005:Q3,798.00,178.00,723200.00,1757.00,23904.00,-22147.00,704136.00,19360.00,730353.00,671160.00,5352.00,53841.00,-45577.00,6760.00,10548.00,722580.00,251105.00,471475.00,0.00,-620.00,17376.00
2005:Q4,764.00,164.00,857344.00,-57157.00,25456.00,-82613.00,904688.00,25268.00,782442.00,638788.00,27416.00,116238.00,96979.00,-468.00,10280.00,856744.00,197359.00,659385.00,0.00,-600.00,-10620.00
2006:Q1,740.00,168.00,836735.00,-1754.00,22740.00,-24494.00,760477.00,57256.00,679780.00,579128.00,11968.00,88684.00,23441.00,62760.00,15252.00,836163.00,100860.00,735303.00,0.00,-572.00,21612.00
2006:Q2,708.00,160.00,670528.00,-17582.00,21668.00,-39250.00,713338.00,67684.00,643402.00,580600.00,8884.00,53918.00,2252.00,-35756.00,10528.00,669980.00,164465.00,505515.00,0.00,-548.00,1828.00
2006:Q3,676.00,140.00,732854.00,76531.00,28824.00,47707.00,669302.00,24712.00,611206.00,519696.00,9144.00,82366.00,33384.00,-18768.00,5788.00,732318.00,202217.00,530100.00,0.00,-536.00,-756.00
2006:Q4,647.00,115.00,935355.00,127225.00,20984.00,106241.00,765998.00,110440.00,570019.00,415164.00,24036.00,130819.00,85539.00,25772.00,16360.00,934823.00,184193.00,750629.00,0.00,-532.00,-11668.00
2007:Q1,623.00,107.00,704482.00,20355.00,30956.00,-10601.00,658227.00,88900.00,554217.00,382144.00,32472.00,139601.00,15110.00,13016.00,12884.00,703966.00,13624.00,690342.00,0.00,-516.00,21212.00
2007:Q2,604.00,108.00,670116.00,62040.00,40044.00,21996.00,583172.00,124560.00,448922.00,291456.00,20600.00,136866.00,9690.00,-11112.00,36016.00,669620.00,255493.00,414127.00,0.00,-496.00,-17496.00
2007:Q3,586.00,110.00,264864.00,7076.00,33372.00,-26296.00,264952.00,88668.00,94109.00,-113528.00,25800.00,181837.00,82175.00,-16656.00,9492.00,264388.00,-574933.00,839322.00,0.00,-476.00,-38960.00
2007:Q4,570.00,110.00,-88598.00,93477.00,6276.00,87201.00,-205443.00,52248.00,-281884.00,-318796.00,6744.00,30168.00,24193.00,28268.00,-4900.00,-89058.00,-471123.00,382065.00,0.00,-460.00,-36284.00
2008:Q1,495.00,51.00,-132023.00,-35605.00,-3004.00,-32601.00,-142489.00,34460.00,-192514.00,-184328.00,-10500.00,2314.00,15564.00,26844.00,19228.00,-132467.00,-181961.00,49494.00,0.00,-444.00,-79704.00
2008:Q2,518.00,90.00,-296769.00,-20508.00,-17672.00,-2836.00,-255769.00,27420.00,-290323.00,-286284.00,-5556.00,1517.00,7135.00,-52464.00,31972.00,-297197.00,-149759.00,-147438.00,0.00,-428.00,-22124.00
2008:Q3,525.00,109.00,-362290.00,-9045.00,-10016.00,971.00,-258977.00,90388.00,-263498.00,-223856.00,-9072.00,-30570.00,-85867.00,-42376.00,-51892.00,-362706.00,-92568.00,-270138.00,0.00,-416.00,-28944.00
2008:Q4,520.00,124.00,-485526.00,-81061.00,-11400.00,-69661.00,-383897.00,-860.00,-277061.00,-233364.00,-6504.00,-37193.00,-105976.00,3528.00,-24096.00,-485922.00,88860.00,-574782.00,0.00,-396.00,-56076.00
2009:Q1,460.00,76.00,-646200.00,-254474.00,-13588.00,-240886.00,-306926.00,-79260.00,-182630.00,-144444.00,-6908.00,-31278.00,-45036.00,-37564.00,-47236.00,-646584.00,-270257.00,-376327.00,0.00,-384.00,-85852.00
2009:Q2,448.00,76.00,-645658.00,-167458.00,-19196.00,-148262.00,-413216.00,-65772.00,-314985.00,-272420.00,-8304.00,-34261.00,-32459.00,-33944.00,-31040.00,-646030.00,-269341.00,-376689.00,0.00,-372.00,820.00
2009:Q3,439.00,83.00,-670222.00,-259077.00,-14560.00,-244517.00,-340770.00,-70068.00,-234429.00,-205300.00,-8880.00,-20249.00,-36273.00,-39592.00,-30784.00,-670578.00,-288011.00,-382567.00,0.00,-356.00,-13200.00
2009:Q4,438.00,90.00,-562787.00,-278392.00,-15424.00,-262968.00,-230924.00,10768.00,-204444.00,-186232.00,-460.00,-17752.00,-37248.00,-26012.00,-27460.00,-563135.00,-237211.00,-325925.00,0.00,-348.00,-8884.00
2010:Q1,381.00,49.00,-512399.00,-143964.00,-7640.00,-136324.00,-340123.00,-41740.00,-172661.00,-149224.00,-5504.00,-17933.00,-125722.00,-24596.00,-3716.00,-512731.00,-112491.00,-400240.00,0.00,-332.00,8416.00
2010:Q2,377.00,57.00,-451985.00,-162732.00,-20268.00,-142464.00,-260649.00,-42080.00,-197077.00,-158480.00,-8656.00,-29941.00,-21491.00,-4188.00,-24416.00,-452305.00,-55024.00,-397281.00,0.00,-320.00,-4048.00
2010:Q3,371.00,63.00,-344972.00,-106216.00,-10348.00,-95868.00,-232132.00,-19236.00,-199562.00,-155852.00,-10624.00,-33086.00,-13335.00,436.00,-7060.00,-345280.00,71659.00,-416939.00,0.00,-308.00,-1948.00
2010:Q4,0.00,0.00,-308624.00,-23760.00,-14400.00,-9360.00,-271984.00,-52376.00,-211000.00,-179560.00,-9944.00,-21496.00,-8608.00,-9476.00,-3404.00,-308624.00,-65488.00,-243136.00,0.00,0.00,-4440.00
2011:Q1,0.00,0.00,-262386.00,-1036.00,-19040.00,18004.00,-261226.00,-93912.00,-162038.00,-140120.00,-9016.00,-12902.00,-5276.00,7052.00,-7176.00,-262386.00,48696.00,-311082.00,0.00,0.00,-12432.00
2011:Q2,0.00,0.00,-167418.00,-15449.00,-8220.00,-7229.00,-132354.00,69448.00,-189048.00,-122040.00,-12868.00,-54140.00,-12754.00,-9760.00,-9856.00,-167418.00,-33670.00,-133748.00,0.00,0.00,-2244.00
2011:Q3,0.00,0.00,-228829.00,-32289.00,-8556.00,-23733.00,-163844.00,-21756.00,-140976.00,-109364.00,-9468.00,-22144.00,-1111.00,-14424.00,-18272.00,-228829.00,-13805.00,-215024.00,0.00,0.00,388.00
2011:Q4,0.00,0.00,-144278.00,-5138.00,-5084.00,-54.00,-140928.00,24452.00,-167989.00,-112116.00,-16244.00,-39629.00,2609.00,304.00,1484.00,-144278.00,-97789.00,-46489.00,0.00,0.00,-880.00
2012:Q1,0.00,0.00,-166045.00,-8979.00,-8960.00,-19.00,-143299.00,21264.00,-172369.00,-111860.00,-10488.00,-50021.00,7806.00,-9132.00,-4636.00,-166045.00,18818.00,-184863.00,0.00,0.00,3364.00
2012:Q2,0.00,0.00,-178897.00,-4716.00,-4480.00,-236.00,-173109.00,-16528.00,-159279.00,-117376.00,-11488.00,-30415.00,2697.00,-11604.00,10532.00,-178897.00,-33212.00,-145685.00,0.00,0.00,9680.00
2012:Q3,0.00,0.00,-163683.00,-7825.00,-7736.00,-89.00,-156485.00,-25716.00,-129994.00,-100604.00,-14224.00,-15166.00,-776.00,-3920.00,4548.00,-163683.00,6592.00,-170275.00,0.00,0.00,-1644.00
2012:Q4,0.00,0.00,-101189.00,-2147.00,-2440.00,293.00,-86103.00,18456.00,-109970.00,-96772.00,-9372.00,-3826.00,5412.00,-988.00,-11952.00,-101189.00,-28374.00,-72815.00,0.00,0.00,-6192.00
2013:Q1,0.00,0.00,-111946.00,-8276.00,-7704.00,-572.00,-104042.00,-43596.00,-65384.00,-72024.00,-6924.00,13564.00,4939.00,-4168.00,4540.00,-111946.00,12185.00,-124132.00,0.00,0.00,1272.00
2013:Q2,0.00,0.00,-727276.00,298.00,580.00,-282.00,-684858.00,-12848.00,-667940.00,-119340.00,-22040.00,-526560.00,-4070.00,-15580.00,-27136.00,-727276.00,-17308.00,-709969.00,0.00,0.00,539572.00
2013:Q3,0.00,0.00,-141264.00,-4841.00,-4696.00,-145.00,-126003.00,14064.00,-136340.00,-83096.00,-7276.00,-45968.00,-3727.00,-6400.00,-4020.00,-141264.00,-4584.00,-136680.00,0.00,0.00,5128.00
2013:Q4,0.00,0.00,-118612.00,8213.00,8028.00,185.00,-123849.00,-3628.00,-119692.00,-77832.00,1076.00,-42936.00,-529.00,4356.00,-7332.00,-118612.00,-18642.00,-99970.00,0.00,0.00,32040.00
2014:Q1,0.00,0.00,-164840.00,208.00,208.00,0.00,-147012.00,17960.00,-161931.00,-61580.00,-760.00,-99591.00,-3041.00,-5736.00,-12300.00,-164840.00,-13950.00,-150890.00,0.00,0.00,77896.00
2014:Q2,0.00,0.00,-49724.00,1036.00,1036.00,0.00,-65468.00,-16520.00,-48801.00,-70436.00,-2000.00,23635.00,-148.00,-1476.00,16184.00,-49724.00,440.00,-50164.00,0.00,0.00,-22336.00
2014:Q3,0.00,0.00,22093.00,11528.00,11528.00,0.00,201.00,20000.00,-26643.00,-75348.00,-2636.00,51341.00,6844.00,-10056.00,20420.00,22093.00,2387.00,19706.00,0.00,0.00,-4444.00
