date,FU386000105.Q,FU385090005.Q,FU385050005.Q,FU155111003.Q,FU385012005.Q,FU385013005.Q,FU145020005.Q,FU385420005.Q,FU385000005.Q,FU384090005.Q,FU313011005.Q,FU383091005.Q,FU383020005.Q,FU383030005.Q,FU383034005.Q,FU382051005.Q,FU384022005.Q,FU383069105.Q,FU383061105.Q,FU383061705.Q,FU383062005.Q,FU383063005.Q,FU384023005.Q,FU383069005.Q,FU383065005.Q,FU383066005.Q,FU383064105.Q,FU383064205.Q,FU383070005.Q,FU153040005.Q,FU153050005.Q,FU383078005.Q,FU152090205.Q,FU103092005.Q,FU383090005.Q,FU384190005.Q,FU313111303.Q,FU713014003.Q,FU313112003.Q,FU384122005.Q,FU103169100.Q,FU313161105.Q,FU313161705.Q,FU383162005.Q,FU103163003.Q,FU384123005.Q,FU383168005.Q,FU383169005.Q,FU383165005.Q,FU153166000.Q,FU103164103.Q,FU383170005.Q,FU313140003.Q,FU143178005.Q,FU112090205.Q,FU143192005.Q,FU383190005.Q,FU387005005.Q
1970:Q4,78060.00,68533.00,75592.00,20283.00,12189.00,44116.00,-996.00,0.00,-7059.00,41047.00,-401.00,-343.00,6056.00,19016.00,0.00,-2318.00,-3021.00,-34.00,-4431.00,-835.00,-1060.00,3339.00,3526.00,2265.00,29.00,1232.00,-2603.00,102.00,-1948.00,1408.00,15093.00,1307.00,-658.00,863.00,4969.00,48106.00,0.00,0.00,64.00,18733.00,-228.00,9364.00,79.00,3919.00,5599.00,14037.00,4686.00,-1408.00,8523.00,2236.00,2076.00,4979.00,14.00,-163.00,-658.00,285.00,8740.00,9527.00
1971:Q1,78701.00,90664.00,81911.00,22764.00,13162.00,42922.00,3064.00,0.00,8753.00,44878.00,59.00,284.00,-6726.00,29230.00,0.00,681.00,-6525.00,-1120.00,-4531.00,-2295.00,-818.00,2239.00,514.00,132.00,-251.00,633.00,-2017.00,282.00,3203.00,1499.00,14980.00,2592.00,1338.00,2230.00,3254.00,36124.00,717.00,0.00,98.00,12990.00,1200.00,2786.00,-707.00,4245.00,5466.00,7130.00,-3801.00,2735.00,7784.00,412.00,1982.00,505.00,17.00,1702.00,1338.00,177.00,9468.00,-11964.00
1971:Q2,81139.00,81700.00,85924.00,23445.00,14704.00,45056.00,2719.00,0.00,-4224.00,45810.00,-493.00,20.00,10921.00,17338.00,0.00,507.00,-3175.00,-1282.00,-2458.00,-2698.00,496.00,2767.00,1411.00,715.00,99.00,597.00,-769.00,-13.00,2442.00,1584.00,15651.00,-3162.00,-572.00,2269.00,1851.00,50034.00,0.00,0.00,143.00,11711.00,-1477.00,3784.00,-235.00,4240.00,5399.00,26469.00,5590.00,3123.00,12916.00,4840.00,3315.00,1908.00,18.00,-588.00,-572.00,120.00,7510.00,-561.00
1971:Q3,80672.00,86847.00,88487.00,24015.00,15610.00,46316.00,2547.00,0.00,-1640.00,56217.00,-1135.00,137.00,2469.00,14719.00,0.00,2958.00,5485.00,682.00,1301.00,647.00,393.00,2462.00,-567.00,-188.00,-578.00,199.00,-148.00,-343.00,5744.00,1631.00,16398.00,1591.00,1275.00,2239.00,3764.00,57857.00,0.00,0.00,114.00,17241.00,578.00,9579.00,-441.00,3942.00,3583.00,20324.00,1023.00,679.00,14069.00,4553.00,3840.00,3961.00,19.00,1695.00,1275.00,-313.00,9701.00,-6175.00
1971:Q4,89604.00,77619.00,87242.00,24911.00,16412.00,45992.00,-74.00,0.00,-9622.00,58497.00,13.00,-5.00,9823.00,19266.00,0.00,-2750.00,493.00,805.00,-532.00,566.00,-497.00,151.00,2904.00,2560.00,-762.00,1106.00,-3054.00,354.00,1748.00,1638.00,17037.00,1660.00,-235.00,299.00,9306.00,68119.00,0.00,0.00,135.00,19920.00,-1187.00,12691.00,333.00,3724.00,4359.00,24129.00,3890.00,845.00,13616.00,5778.00,2298.00,9644.00,17.00,1318.00,-235.00,307.00,10586.00,11985.00
1972:Q1,86419.00,101937.00,90703.00,25448.00,17643.00,46805.00,807.00,0.00,11234.00,56306.00,674.00,187.00,-7458.00,24315.00,0.00,2288.00,1321.00,345.00,1565.00,-1662.00,711.00,362.00,-1334.00,-764.00,1038.00,-1608.00,-1513.00,-84.00,6957.00,1669.00,18215.00,3069.00,986.00,2600.00,4414.00,45072.00,710.00,0.00,173.00,12207.00,1291.00,3900.00,86.00,4155.00,2775.00,16953.00,-680.00,4384.00,13645.00,-396.00,2258.00,-439.00,30.00,1675.00,986.00,-154.00,10673.00,-15518.00
1972:Q2,89933.00,90614.00,96738.00,26221.00,18094.00,49424.00,3000.00,0.00,-6124.00,43936.00,-65.00,205.00,2346.00,20288.00,0.00,609.00,-2779.00,-96.00,-3236.00,-217.00,320.00,450.00,2103.00,398.00,1111.00,594.00,-2003.00,-569.00,5732.00,1706.00,19383.00,-5300.00,-3013.00,1569.00,3724.00,50060.00,0.00,0.00,153.00,4063.00,588.00,-3873.00,-15.00,3551.00,3812.00,35337.00,7464.00,2076.00,18422.00,7375.00,3428.00,3680.00,39.00,-1778.00,-3013.00,359.00,7793.00,-681.00
1972:Q3,89762.00,99667.00,99307.00,27031.00,18447.00,50400.00,3429.00,0.00,361.00,61601.00,-37.00,194.00,5906.00,19142.00,0.00,1306.00,619.00,-2315.00,1455.00,130.00,735.00,614.00,381.00,-735.00,800.00,316.00,-2189.00,-203.00,8339.00,1736.00,20041.00,1525.00,-23.00,2006.00,2858.00,61240.00,0.00,0.00,111.00,11466.00,-365.00,4748.00,462.00,3584.00,3037.00,25561.00,529.00,658.00,19067.00,5307.00,2596.00,10239.00,42.00,1930.00,-23.00,295.00,9023.00,-9906.00
1972:Q4,105601.00,105093.00,101859.00,28371.00,19642.00,51974.00,1873.00,0.00,3234.00,87184.00,-22.00,352.00,15081.00,20393.00,0.00,-2681.00,4128.00,591.00,3721.00,-554.00,647.00,-277.00,3813.00,2668.00,-155.00,1300.00,-4652.00,-555.00,6660.00,1764.00,19526.00,2132.00,-2889.00,851.00,23283.00,83950.00,0.00,0.00,96.00,17429.00,-793.00,12417.00,366.00,2876.00,2563.00,39622.00,8733.00,3349.00,20312.00,7228.00,2640.00,14416.00,41.00,2060.00,-2889.00,390.00,10145.00,508.00
1973:Q1,103412.00,118055.00,107397.00,30549.00,20566.00,53645.00,2638.00,0.00,10657.00,72568.00,-98.00,550.00,-5842.00,30437.00,0.00,4432.00,3746.00,-3246.00,3168.00,1071.00,2502.00,251.00,-2260.00,-71.00,886.00,-3075.00,-617.00,-658.00,12791.00,1804.00,18900.00,3358.00,-2064.00,3593.00,4496.00,61911.00,0.00,0.00,88.00,11925.00,-1097.00,7761.00,261.00,3548.00,1452.00,33901.00,12420.00,4102.00,16372.00,1007.00,1751.00,2411.00,43.00,2477.00,-2248.00,591.00,10972.00,-14643.00
1973:Q2,108219.00,107861.00,111845.00,30429.00,20065.00,56801.00,4552.00,0.00,-3985.00,63416.00,-1.00,283.00,5029.00,18193.00,0.00,177.00,5442.00,2034.00,259.00,1805.00,1534.00,-190.00,2340.00,1542.00,-238.00,1036.00,-318.00,-536.00,12610.00,1855.00,18681.00,-5390.00,-60.00,2699.00,2412.00,67401.00,0.00,0.00,193.00,2550.00,161.00,-3908.00,-417.00,3667.00,3047.00,43429.00,10781.00,1257.00,22521.00,8870.00,2169.00,13120.00,47.00,-1505.00,-228.00,813.00,6813.00,358.00
1973:Q3,108055.00,112033.00,111011.00,30314.00,19865.00,58393.00,2440.00,0.00,1022.00,72989.00,5.00,-276.00,-4436.00,14024.00,0.00,4862.00,10933.00,937.00,2654.00,3196.00,2187.00,1959.00,1097.00,259.00,841.00,-3.00,145.00,-66.00,13891.00,1863.00,19288.00,2218.00,4993.00,1846.00,2603.00,71968.00,0.00,0.00,64.00,5604.00,303.00,-1857.00,442.00,4059.00,2657.00,37220.00,6974.00,2896.00,21053.00,6297.00,1287.00,10541.00,46.00,2182.00,4827.00,507.00,9690.00,-3978.00
1973:Q4,121868.00,117881.00,113717.00,29712.00,19285.00,58472.00,6248.00,0.00,4163.00,94997.00,29.00,600.00,17569.00,10763.00,0.00,552.00,9949.00,5694.00,1895.00,992.00,425.00,943.00,4790.00,3581.00,-34.00,1243.00,-2924.00,-726.00,6999.00,1826.00,20084.00,2942.00,7191.00,2316.00,13037.00,90834.00,0.00,0.00,77.00,15623.00,2047.00,6724.00,144.00,4705.00,2003.00,31031.00,5720.00,1525.00,17501.00,6285.00,2676.00,19684.00,39.00,2126.00,7002.00,770.00,11806.00,3988.00
1974:Q1,111633.00,123492.00,110269.00,29411.00,18458.00,59270.00,3130.00,0.00,13223.00,62085.00,234.00,400.00,-11447.00,25790.00,263.00,3461.00,10932.00,1893.00,6037.00,-662.00,2006.00,1658.00,-3859.00,-3983.00,1461.00,-1337.00,1002.00,-310.00,14551.00,1783.00,19914.00,1875.00,-4790.00,-1110.00,3395.00,48861.00,0.00,0.00,100.00,12037.00,853.00,2613.00,357.00,4509.00,3705.00,20113.00,4598.00,3232.00,14803.00,-2520.00,1555.00,2878.00,33.00,3454.00,-4981.00,1793.00,11879.00,-11860.00
1974:Q2,112982.00,103814.00,116128.00,30324.00,18222.00,63229.00,4354.00,0.00,-12314.00,54306.00,312.00,-200.00,3032.00,18964.00,307.00,-5174.00,4181.00,1936.00,-4899.00,2742.00,1763.00,2639.00,6197.00,2711.00,2244.00,1242.00,-640.00,-313.00,17491.00,1732.00,20860.00,-5274.00,-7626.00,1855.00,-1397.00,66621.00,0.00,0.00,97.00,8605.00,732.00,-2117.00,-29.00,4633.00,5386.00,44243.00,15562.00,3032.00,19332.00,6317.00,1244.00,13737.00,27.00,-600.00,-7830.00,548.00,6550.00,9168.00
1974:Q3,112659.00,119952.00,116853.00,31657.00,18137.00,65664.00,1395.00,0.00,3099.00,71824.00,920.00,-400.00,1117.00,6105.00,816.00,1915.00,25011.00,6141.00,5365.00,6656.00,4617.00,2232.00,3507.00,1306.00,1941.00,260.00,-1022.00,-751.00,9068.00,1755.00,21837.00,3224.00,-8052.00,4170.00,2604.00,68725.00,0.00,0.00,103.00,14447.00,2602.00,3692.00,-208.00,4169.00,4192.00,30542.00,6269.00,4017.00,15792.00,4464.00,-5.00,11520.00,26.00,4508.00,-8253.00,1620.00,14217.00,-7293.00
1974:Q4,117510.00,104183.00,116412.00,29526.00,16273.00,65502.00,5112.00,0.00,-12229.00,50737.00,-94.00,0.00,9408.00,14973.00,993.00,-7735.00,9930.00,58.00,1914.00,1664.00,-118.00,6412.00,7495.00,3479.00,3415.00,601.00,-554.00,283.00,-8192.00,1851.00,21673.00,1838.00,-6507.00,3007.00,2368.00,62967.00,0.00,0.00,145.00,18752.00,-56.00,10676.00,-250.00,1995.00,6387.00,26670.00,8586.00,5272.00,12127.00,685.00,1303.00,5339.00,29.00,1555.00,-6704.00,838.00,15040.00,13327.00
1975:Q1,105688.00,109852.00,106872.00,30533.00,15821.00,63025.00,-2507.00,0.00,2980.00,45463.00,300.00,19.00,-8742.00,25718.00,1241.00,2707.00,4067.00,-2413.00,1952.00,-811.00,1990.00,3349.00,1064.00,1360.00,1492.00,-1788.00,-684.00,396.00,8633.00,3047.00,22176.00,-545.00,-3265.00,3784.00,-14453.00,42483.00,0.00,0.00,167.00,32409.00,1496.00,19608.00,-293.00,2168.00,9430.00,-5175.00,-8620.00,1969.00,7490.00,-6014.00,1933.00,-13250.00,1144.00,-1313.00,-3424.00,174.00,29819.00,-4164.00
1975:Q2,110129.00,97031.00,110195.00,31670.00,16571.00,65442.00,-3489.00,0.00,-13165.00,53547.00,21.00,-431.00,15407.00,20304.00,41.00,-1612.00,-1693.00,-3480.00,4194.00,-1921.00,1429.00,-1915.00,8628.00,2795.00,5042.00,791.00,-663.00,-26.00,7568.00,2350.00,23005.00,-6931.00,-4943.00,3928.00,-11406.00,66712.00,0.00,100.00,211.00,31901.00,-2351.00,21948.00,-49.00,4081.00,8272.00,22065.00,682.00,2846.00,15816.00,2721.00,3223.00,2449.00,379.00,-4032.00,-5070.00,764.00,14722.00,13099.00
1975:Q3,118316.00,112530.00,120505.00,34009.00,17778.00,69065.00,-347.00,0.00,-7975.00,78222.00,241.00,21.00,1858.00,16780.00,47.00,1965.00,11441.00,-3940.00,10456.00,-263.00,972.00,4216.00,4929.00,-392.00,5068.00,253.00,-1249.00,-865.00,17286.00,2059.00,24282.00,3333.00,-2464.00,1130.00,-2571.00,86198.00,0.00,0.00,199.00,28881.00,122.00,22422.00,-9.00,2669.00,3677.00,21435.00,-2264.00,2040.00,16409.00,5250.00,1713.00,12629.00,39.00,2584.00,-2603.00,-20.00,21341.00,5786.00
1975:Q4,129727.00,114449.00,122838.00,35540.00,18799.00,68412.00,87.00,0.00,-8388.00,75796.00,123.00,862.00,7068.00,20787.00,-12.00,-3650.00,17308.00,-1065.00,11879.00,-617.00,2829.00,4282.00,9346.00,4439.00,3642.00,1265.00,-1892.00,-250.00,-12436.00,2771.00,24125.00,3803.00,-1445.00,3979.00,5310.00,84184.00,0.00,0.00,260.00,35514.00,-2164.00,25816.00,-2.00,6039.00,5825.00,29338.00,4665.00,3182.00,15678.00,5813.00,3039.00,14223.00,719.00,1594.00,-1650.00,1259.00,-111.00,15278.00
1976:Q1,126959.00,125785.00,130300.00,37597.00,20716.00,68314.00,3673.00,0.00,-4515.00,77832.00,536.00,560.00,-8159.00,30955.00,-139.00,2483.00,9329.00,1848.00,8272.00,-1090.00,3348.00,-3049.00,2656.00,2824.00,1067.00,-1235.00,1748.00,-838.00,18493.00,1989.00,23678.00,4689.00,-5289.00,3622.00,-8481.00,82347.00,0.00,0.00,148.00,35501.00,1310.00,23529.00,56.00,4135.00,6471.00,15200.00,-7839.00,9044.00,16083.00,-2088.00,3152.00,-4837.00,-99.00,3583.00,-5110.00,1276.00,33533.00,1174.00
1976:Q2,133016.00,147584.00,137894.00,38196.00,21841.00,72245.00,5612.00,0.00,9690.00,95781.00,1196.00,116.00,15709.00,22021.00,-216.00,-263.00,7868.00,358.00,-140.00,912.00,4376.00,2362.00,81.00,-1348.00,377.00,1052.00,1927.00,-888.00,16105.00,2460.00,23128.00,-4842.00,-4098.00,1890.00,13587.00,86091.00,0.00,0.00,339.00,31173.00,892.00,15575.00,42.00,9707.00,4957.00,39585.00,6313.00,4229.00,20803.00,8240.00,3505.00,11189.00,334.00,-2375.00,-4294.00,889.00,5746.00,-14568.00
1976:Q3,133242.00,131736.00,142137.00,39105.00,21787.00,76043.00,5202.00,0.00,-10401.00,89683.00,568.00,-589.00,3456.00,20520.00,-19.00,1204.00,5454.00,-1881.00,963.00,404.00,1946.00,4022.00,5686.00,2857.00,2486.00,343.00,331.00,-892.00,13977.00,2222.00,25699.00,4064.00,-2153.00,2838.00,7317.00,100084.00,0.00,300.00,-101.00,25823.00,-929.00,16484.00,285.00,4286.00,5697.00,35591.00,-1259.00,4972.00,24338.00,7540.00,1829.00,10136.00,53.00,3384.00,-2269.00,802.00,24536.00,1507.00
1976:Q4,142085.00,137193.00,143692.00,40397.00,24760.00,75906.00,2630.00,0.00,-6499.00,80104.00,125.00,730.00,9081.00,33439.00,59.00,-2949.00,8295.00,-1080.00,2280.00,3924.00,-1866.00,5037.00,8850.00,5887.00,1022.00,1941.00,201.00,-318.00,-14089.00,2527.00,26323.00,3820.00,-1189.00,1797.00,3403.00,86603.00,0.00,400.00,103.00,26564.00,160.00,18310.00,-404.00,2792.00,5706.00,44399.00,6053.00,7517.00,22556.00,8273.00,2038.00,14681.00,311.00,2089.00,-1480.00,591.00,-3093.00,4892.00
1977:Q1,135319.00,157052.00,148964.00,42424.00,26142.00,76693.00,3706.00,0.00,8089.00,100380.00,399.00,458.00,-8644.00,38109.00,-411.00,763.00,16725.00,7154.00,8896.00,-681.00,127.00,1229.00,-5318.00,-4798.00,2079.00,-2599.00,-1132.00,-888.00,23219.00,2300.00,27403.00,1627.00,-6893.00,1535.00,11128.00,92291.00,0.00,0.00,-11.00,27439.00,1034.00,16689.00,-154.00,4468.00,5402.00,33856.00,4646.00,7442.00,21715.00,53.00,-160.00,5485.00,52.00,1687.00,-6866.00,835.00,29975.00,-21734.00
1977:Q2,151620.00,150808.00,161108.00,43644.00,29877.00,82720.00,4867.00,0.00,-10300.00,81474.00,105.00,847.00,14908.00,21386.00,121.00,1501.00,2399.00,3206.00,-6179.00,862.00,4735.00,-225.00,4044.00,391.00,2844.00,809.00,-1747.00,518.00,14307.00,2433.00,25846.00,-9019.00,-3593.00,3452.00,3968.00,91774.00,0.00,0.00,117.00,17415.00,711.00,516.00,-78.00,12570.00,3696.00,60805.00,8928.00,4879.00,34105.00,12893.00,432.00,11261.00,167.00,-5443.00,-3822.00,819.00,10023.00,812.00
1977:Q3,156412.00,175194.00,169931.00,44744.00,30738.00,86728.00,7721.00,0.00,5263.00,132463.00,-93.00,170.00,10136.00,29249.00,-5.00,1034.00,11934.00,-182.00,10052.00,1590.00,-44.00,518.00,4561.00,716.00,3625.00,220.00,-857.00,748.00,19129.00,2436.00,29158.00,4551.00,-403.00,2089.00,18625.00,127200.00,0.00,0.00,99.00,38862.00,261.00,26106.00,-498.00,6889.00,6104.00,53999.00,2870.00,3244.00,36980.00,10905.00,1105.00,8313.00,99.00,3602.00,-445.00,877.00,20689.00,-18782.00
1977:Q4,168332.00,157549.00,171356.00,46293.00,31193.00,87840.00,6030.00,0.00,-13807.00,121037.00,-76.00,772.00,5685.00,29611.00,311.00,-2737.00,14685.00,3398.00,6404.00,1028.00,1861.00,1994.00,12498.00,7294.00,3257.00,1947.00,-2495.00,-91.00,-6989.00,2815.00,28080.00,3495.00,2977.00,2477.00,30019.00,134844.00,0.00,50.00,45.00,33551.00,-367.00,20469.00,-43.00,5817.00,7675.00,64106.00,7330.00,9096.00,35741.00,11939.00,1350.00,18346.00,353.00,2584.00,3077.00,612.00,10770.00,10783.00
1978:Q1,161833.00,168101.00,171039.00,46029.00,32382.00,86265.00,6363.00,0.00,-2938.00,122826.00,-250.00,1411.00,-14203.00,33446.00,1592.00,849.00,16913.00,969.00,9817.00,2127.00,5795.00,-1795.00,2443.00,255.00,3988.00,-1800.00,-3707.00,238.00,22904.00,2656.00,31509.00,3754.00,-2804.00,4408.00,21666.00,125764.00,0.00,0.00,136.00,34315.00,911.00,19560.00,-323.00,9722.00,4445.00,49995.00,9689.00,9721.00,28506.00,2079.00,-1611.00,1665.00,53.00,3096.00,-2990.00,1149.00,39956.00,-6268.00
1978:Q2,177774.00,167835.00,189267.00,50214.00,35075.00,97914.00,6064.00,0.00,-21433.00,105864.00,-284.00,353.00,22522.00,21814.00,1329.00,1278.00,16776.00,5994.00,-543.00,4974.00,7971.00,-1620.00,9354.00,3776.00,5082.00,496.00,-2624.00,-677.00,26092.00,3069.00,29306.00,-8850.00,-6076.00,3460.00,-10978.00,127297.00,0.00,0.00,97.00,26400.00,700.00,4083.00,-97.00,15297.00,6417.00,78710.00,12600.00,8616.00,39939.00,17555.00,698.00,14803.00,306.00,-4896.00,-6161.00,2117.00,15223.00,9939.00
1978:Q3,180802.00,184174.00,197948.00,50343.00,36449.00,104914.00,6242.00,0.00,-13774.00,132722.00,-136.00,-993.00,12696.00,26533.00,1246.00,245.00,14219.00,-564.00,11639.00,1010.00,5934.00,-3800.00,12719.00,5936.00,6319.00,464.00,-2750.00,-30.00,28110.00,2865.00,30993.00,3365.00,-3101.00,1634.00,5107.00,146496.00,0.00,50.00,129.00,39571.00,573.00,21578.00,-552.00,12803.00,5169.00,66250.00,3086.00,6762.00,42906.00,13496.00,200.00,9916.00,67.00,3861.00,-3259.00,2435.00,27276.00,-3371.00
1978:Q4,195243.00,193758.00,203625.00,51634.00,37269.00,107600.00,7122.00,0.00,-9867.00,154425.00,-2464.00,1860.00,9448.00,24835.00,1974.00,2150.00,26246.00,8414.00,4935.00,5515.00,6710.00,672.00,14996.00,8428.00,4130.00,2438.00,-1261.00,55.00,-4153.00,2971.00,30479.00,5832.00,-2443.00,4194.00,39706.00,164291.00,0.00,0.00,112.00,34386.00,507.00,15723.00,-363.00,13434.00,5085.00,70685.00,11073.00,5769.00,40560.00,13283.00,612.00,28031.00,264.00,3940.00,-2384.00,1434.00,27211.00,1486.00
1979:Q1,193703.00,176540.00,201629.00,52019.00,37046.00,106601.00,5963.00,0.00,-25089.00,118540.00,2399.00,4207.00,-19333.00,24892.00,7183.00,2550.00,24551.00,3953.00,12247.00,5539.00,4645.00,-1833.00,433.00,-4737.00,7082.00,-1912.00,-4165.00,-806.00,32844.00,2633.00,28566.00,4982.00,-1138.00,5586.00,3156.00,143629.00,1139.00,0.00,276.00,24138.00,2166.00,8981.00,-628.00,9251.00,4368.00,51914.00,7762.00,7072.00,34566.00,2514.00,-1685.00,7615.00,-18.00,5451.00,-1320.00,956.00,55163.00,17163.00
1979:Q2,195366.00,190917.00,209573.00,51745.00,37800.00,113177.00,6850.00,0.00,-18656.00,115259.00,-113.00,-1251.00,22689.00,6967.00,7541.00,3732.00,18110.00,2809.00,6293.00,3253.00,7119.00,-1364.00,15896.00,7365.00,7942.00,589.00,-5960.00,-24.00,24177.00,2895.00,29585.00,-11224.00,-11711.00,7082.00,6868.00,133915.00,0.00,500.00,323.00,15775.00,2899.00,-2528.00,-447.00,10559.00,5292.00,86251.00,13276.00,14161.00,45314.00,13500.00,-3112.00,18691.00,263.00,-4245.00,-12055.00,2756.00,28768.00,4449.00
1979:Q3,196792.00,198707.00,217623.00,53803.00,38632.00,122155.00,3033.00,0.00,-18916.00,160037.00,-1269.00,-1496.00,19286.00,26627.00,7806.00,2264.00,7979.00,2573.00,4128.00,3920.00,3727.00,-6369.00,13432.00,4924.00,7870.00,638.00,-6342.00,-625.00,33681.00,2597.00,32428.00,3716.00,-7422.00,6560.00,20815.00,178953.00,0.00,0.00,280.00,38165.00,3264.00,20040.00,-76.00,11071.00,3866.00,78452.00,11522.00,5169.00,47552.00,14209.00,-1895.00,21147.00,2.00,5385.00,-7688.00,2785.00,42320.00,-1915.00
1979:Q4,207626.00,206527.00,215853.00,53364.00,37917.00,122434.00,2138.00,0.00,-9326.00,150429.00,393.00,303.00,5116.00,16323.00,10391.00,1684.00,38989.00,513.00,23921.00,7408.00,3163.00,3984.00,15949.00,8381.00,5658.00,1910.00,-5947.00,-418.00,-7900.00,2811.00,39184.00,5005.00,-7561.00,5167.00,30941.00,159755.00,0.00,0.00,231.00,31464.00,690.00,18699.00,-132.00,8425.00,3782.00,68670.00,9210.00,9259.00,37113.00,13088.00,-1144.00,24831.00,271.00,3184.00,-7787.00,2991.00,37044.00,1099.00
1980:Q1,198130.00,193278.00,214517.00,53916.00,35992.00,122134.00,2475.00,0.00,-21240.00,117904.00,2228.00,-906.00,-19957.00,24069.00,15823.00,1450.00,13153.00,5061.00,3432.00,9051.00,3839.00,-8230.00,1245.00,-1336.00,6439.00,-3858.00,-2565.00,-1643.00,34326.00,2459.00,45036.00,6263.00,-12475.00,5926.00,3472.00,139144.00,1152.00,1168.00,216.00,35064.00,6994.00,15507.00,-64.00,6682.00,5945.00,43946.00,6720.00,11169.00,31011.00,-4954.00,1375.00,5387.00,-32.00,6113.00,-12551.00,2850.00,54455.00,4853.00
1980:Q2,192823.00,188212.00,205247.00,49237.00,30263.00,123810.00,1938.00,0.00,-17034.00,54795.00,-255.00,-610.00,9283.00,13904.00,16078.00,4176.00,-16852.00,-8201.00,-8944.00,-2909.00,3089.00,113.00,17141.00,7802.00,8677.00,662.00,-4574.00,470.00,77.00,2690.00,49455.00,-15719.00,-15827.00,2970.00,-7612.00,71829.00,0.00,50.00,140.00,34016.00,5282.00,7808.00,-189.00,9945.00,11170.00,22534.00,-8283.00,8748.00,26094.00,-4025.00,850.00,-2987.00,244.00,-5534.00,-16171.00,5052.00,33635.00,4611.00
1980:Q3,198364.00,235609.00,205054.00,52361.00,31970.00,129187.00,-8464.00,0.00,30555.00,195536.00,844.00,106.00,27052.00,30860.00,1032.00,3173.00,9466.00,-3320.00,12854.00,-1839.00,1640.00,131.00,19762.00,8004.00,10705.00,1053.00,-1529.00,427.00,22295.00,2418.00,52461.00,2058.00,-13320.00,3782.00,34650.00,164982.00,0.00,250.00,76.00,50576.00,-4145.00,37438.00,-112.00,10051.00,7344.00,55698.00,10482.00,2775.00,37742.00,4699.00,2525.00,10944.00,18.00,3219.00,-13144.00,3909.00,50911.00,-37245.00
1980:Q4,224133.00,235007.00,219936.00,54886.00,35520.00,131810.00,-2280.00,0.00,15071.00,168187.00,2144.00,1026.00,-3995.00,57964.00,-4033.00,-2812.00,19539.00,2412.00,17546.00,2626.00,2967.00,-6012.00,19695.00,9459.00,7723.00,2513.00,-3207.00,429.00,1870.00,2687.00,49635.00,5643.00,-2138.00,7321.00,16419.00,153116.00,0.00,-750.00,132.00,33604.00,-4163.00,26119.00,-128.00,8580.00,3196.00,79829.00,22764.00,12947.00,36410.00,7708.00,5625.00,30932.00,335.00,1613.00,-2466.00,2578.00,1685.00,-10873.00
1981:Q1,224765.00,238002.00,235620.00,57190.00,35268.00,133473.00,9689.00,0.00,2381.00,235008.00,3231.00,-312.00,-286.00,9786.00,36600.00,-290.00,802.00,2675.00,-4821.00,-3501.00,8376.00,-1927.00,6435.00,-1331.00,9484.00,-1718.00,-6118.00,967.00,45124.00,2293.00,46611.00,3991.00,47.00,2510.00,83617.00,232627.00,1093.00,300.00,110.00,50026.00,3811.00,31445.00,-54.00,8786.00,6038.00,31822.00,-1375.00,10482.00,26857.00,-4142.00,800.00,22762.00,-32.00,2802.00,-146.00,3101.00,119989.00,-13237.00
1981:Q2,228950.00,238536.00,235917.00,56002.00,34725.00,142261.00,2928.00,0.00,2619.00,107913.00,853.00,27.00,1184.00,15300.00,13520.00,-1368.00,6176.00,-8771.00,5268.00,3668.00,6031.00,-20.00,19474.00,4249.00,14233.00,992.00,-9215.00,1069.00,18845.00,2634.00,43533.00,-17213.00,-202.00,5468.00,7828.00,105294.00,0.00,250.00,99.00,22496.00,5982.00,-952.00,-159.00,9993.00,7632.00,77034.00,16305.00,14142.00,38879.00,7708.00,-1350.00,11333.00,334.00,-5803.00,-352.00,4429.00,-3176.00,-9586.00
1981:Q3,243101.00,280809.00,251810.00,58557.00,32579.00,149684.00,10990.00,0.00,28999.00,194209.00,435.00,1084.00,11934.00,20939.00,32207.00,-397.00,20250.00,-7170.00,16634.00,3513.00,9333.00,-2060.00,14253.00,3303.00,10802.00,148.00,-13360.00,1064.00,16706.00,2225.00,44830.00,-436.00,4838.00,1499.00,36138.00,165210.00,0.00,250.00,108.00,53669.00,6262.00,29369.00,-62.00,13628.00,4472.00,65295.00,15792.00,7616.00,31569.00,10318.00,-6650.00,-712.00,-24.00,2083.00,4982.00,4628.00,41581.00,-37708.00
1981:Q4,251897.00,255122.00,244382.00,55051.00,29595.00,153535.00,6202.00,0.00,10740.00,145344.00,114.00,1891.00,13755.00,34043.00,19340.00,-3384.00,17174.00,2066.00,-1552.00,5196.00,6358.00,5106.00,20151.00,8932.00,9845.00,1374.00,-13204.00,1648.00,-26493.00,2433.00,40309.00,-253.00,3478.00,2425.00,31916.00,134604.00,0.00,0.00,128.00,53062.00,-1359.00,36062.00,-66.00,11806.00,6619.00,59853.00,13912.00,15224.00,24763.00,5954.00,-6250.00,7502.00,360.00,-4666.00,3613.00,9955.00,11047.00,-3224.00
