date,FA544090085.Q,FA543020083.Q,FA543034385.Q,FA544022085.Q,FA543069183.Q,FA543061183.Q,FA543061783.Q,FA543062083.Q,FA543063085.Q,FA544023085.Q,FA543069483.Q,FA543065083.Q,FA543064183.Q,FA543064285.Q,FA543090085.Q,FA544190085.Q,FA543140083.Q,FA543150085.Q,FA543190085.Q
1987:Q4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q1,1620.00,-624.00,0.00,5260.00,3228.00,444.00,364.00,16.00,1208.00,348.00,0.00,348.00,-1380.00,1116.00,-3100.00,3592.00,912.00,3808.00,-1128.00
1988:Q2,3464.00,24.00,0.00,3304.00,1948.00,296.00,244.00,12.00,804.00,396.00,0.00,396.00,-6844.00,4080.00,2504.00,4280.00,4528.00,10352.00,-10600.00
1988:Q3,12172.00,-260.00,0.00,4528.00,3660.00,188.00,156.00,8.00,516.00,424.00,0.00,424.00,-6536.00,5280.00,8736.00,12584.00,4324.00,18004.00,-9744.00
1988:Q4,6520.00,332.00,0.00,4.00,-1552.00,340.00,280.00,16.00,920.00,664.00,0.00,664.00,-3364.00,2716.00,6168.00,13032.00,2224.00,2976.00,7832.00
1989:Q1,72288.00,-552.00,0.00,5732.00,1988.00,816.00,672.00,32.00,2224.00,-444.00,168.00,-612.00,968.00,660.00,65924.00,11320.00,696.00,1452.00,9172.00
1989:Q2,76292.00,-32.00,0.00,640.00,-4812.00,1188.00,980.00,48.00,3236.00,-400.00,172.00,-572.00,4836.00,-4072.00,75320.00,11476.00,3484.00,34360.00,-26368.00
1989:Q3,71380.00,-136.00,0.00,1856.00,-1704.00,776.00,640.00,32.00,2112.00,-416.00,172.00,-588.00,4836.00,-3936.00,69176.00,3404.00,3484.00,32584.00,-32664.00
1989:Q4,102092.00,-44.00,0.00,5028.00,904.00,900.00,740.00,36.00,2448.00,-332.00,184.00,-516.00,-968.00,1572.00,96836.00,32436.00,-696.00,-9536.00,42668.00
1990:Q1,-41472.00,4.00,460.00,6568.00,-892.00,1624.00,1340.00,64.00,4432.00,92.00,76.00,16.00,2028.00,5883.00,-56507.00,19468.00,2264.00,16056.00,1148.00
1990:Q2,-53084.00,40.00,404.00,12228.00,4992.00,1576.00,1300.00,64.00,4296.00,-28.00,56.00,-84.00,880.00,1701.00,-68309.00,10888.00,984.00,13116.00,-3212.00
1990:Q3,-24588.00,36.00,2856.00,10604.00,2880.00,1684.00,1388.00,68.00,4584.00,-284.00,0.00,-284.00,3360.00,11647.00,-52807.00,42228.00,3744.00,32196.00,6288.00
1990:Q4,-72928.00,44.00,456.00,4132.00,-2480.00,1440.00,1188.00,56.00,3928.00,-208.00,44.00,-252.00,32.00,349.00,-77733.00,-3240.00,36.00,-164.00,-3112.00
1991:Q1,26100.00,-76.00,4728.00,21048.00,5868.00,3308.00,2728.00,132.00,9012.00,828.00,96.00,732.00,-5676.00,-4727.00,9975.00,24092.00,-3644.00,-39788.00,67524.00
1991:Q2,43544.00,-100.00,384.00,19816.00,2248.00,3828.00,3156.00,156.00,10428.00,884.00,60.00,824.00,7900.00,4825.00,9835.00,42468.00,5072.00,41492.00,-4096.00
1991:Q3,35584.00,-60.00,-1500.00,17764.00,3060.00,3204.00,2644.00,128.00,8728.00,660.00,76.00,584.00,5216.00,5355.00,8149.00,34112.00,3348.00,31332.00,-568.00
1991:Q4,9768.00,-128.00,-1456.00,4496.00,-10292.00,3224.00,2656.00,128.00,8780.00,48.00,48.00,0.00,10868.00,8311.00,-12371.00,13932.00,6976.00,65124.00,-58168.00
1992:Q1,41076.00,36.00,1208.00,13536.00,3832.00,2116.00,1744.00,84.00,5760.00,-120.00,32.00,-152.00,4644.00,13715.00,8057.00,40636.00,2220.00,13804.00,24612.00
1992:Q2,36096.00,16.00,-1160.00,12228.00,1864.00,2256.00,1860.00,92.00,6156.00,-292.00,44.00,-336.00,4984.00,14336.00,5984.00,35904.00,2384.00,19952.00,13568.00
1992:Q3,25620.00,-16.00,-476.00,10844.00,-508.00,2476.00,2040.00,100.00,6736.00,-360.00,52.00,-412.00,3076.00,11749.00,803.00,26460.00,1472.00,45452.00,-20464.00
1992:Q4,12732.00,-24.00,-1372.00,8292.00,-2836.00,2424.00,2000.00,96.00,6608.00,-448.00,76.00,-524.00,10016.00,10564.00,-14296.00,16360.00,4788.00,124864.00,-113292.00
1993:Q1,55204.00,288.00,-1912.00,16416.00,4524.00,2592.00,2136.00,104.00,7060.00,200.00,20.00,180.00,6464.00,23191.00,10557.00,53872.00,4124.00,67908.00,-18160.00
1993:Q2,68188.00,300.00,-204.00,15592.00,4724.00,2368.00,1952.00,96.00,6452.00,204.00,20.00,184.00,7636.00,26906.00,17754.00,66820.00,4872.00,53440.00,8508.00
1993:Q3,53448.00,312.00,936.00,11176.00,-1076.00,2668.00,2204.00,108.00,7272.00,56.00,40.00,16.00,10860.00,41643.00,-11535.00,54652.00,6932.00,105680.00,-57960.00
1993:Q4,53092.00,320.00,304.00,8456.00,-92.00,1864.00,1536.00,72.00,5076.00,-260.00,40.00,-300.00,9380.00,34137.00,755.00,57004.00,5984.00,70272.00,-19252.00
1994:Q1,67932.00,52.00,5464.00,5620.00,3532.00,456.00,372.00,20.00,1240.00,1040.00,428.00,612.00,7556.00,31500.00,16700.00,60100.00,4172.00,-3392.00,59320.00
1994:Q2,24920.00,56.00,2668.00,-1124.00,584.00,-372.00,-304.00,-16.00,-1016.00,1132.00,468.00,664.00,6884.00,27759.00,-12455.00,26632.00,3800.00,17044.00,5788.00
1994:Q3,21776.00,56.00,784.00,5916.00,4492.00,308.00,256.00,12.00,848.00,1120.00,472.00,648.00,4588.00,21585.00,-12273.00,15520.00,2532.00,75488.00,-62500.00
1994:Q4,41352.00,56.00,1748.00,980.00,796.00,40.00,32.00,4.00,108.00,1212.00,492.00,720.00,4220.00,17528.00,15608.00,46464.00,2332.00,-23148.00,67280.00
1995:Q1,57280.00,-48.00,-1472.00,24340.00,1916.00,4888.00,4028.00,196.00,13312.00,1244.00,1036.00,208.00,-8088.00,16755.00,24549.00,54968.00,2508.00,108828.00,-56368.00
1995:Q2,20744.00,-44.00,3388.00,21076.00,-2388.00,5112.00,4216.00,204.00,13932.00,1316.00,1084.00,232.00,-17588.00,35185.00,-22589.00,20904.00,5448.00,62036.00,-46580.00
1995:Q3,37048.00,-44.00,904.00,18144.00,280.00,3892.00,3212.00,156.00,10604.00,1548.00,1168.00,380.00,-13328.00,31666.00,-1842.00,35036.00,4128.00,49456.00,-18548.00
1995:Q4,67912.00,-48.00,1208.00,7816.00,-13664.00,4684.00,3860.00,188.00,12748.00,1264.00,1436.00,-172.00,-17924.00,37282.00,38314.00,67580.00,5552.00,60652.00,1376.00
1996:Q1,46072.00,260.00,2672.00,10284.00,12748.00,-540.00,-444.00,-20.00,-1460.00,-28.00,352.00,-380.00,2048.00,44672.00,-13836.00,38844.00,4960.00,55500.00,-21616.00
1996:Q2,47664.00,296.00,2340.00,844.00,5768.00,-1072.00,-884.00,-44.00,-2924.00,-72.00,308.00,-380.00,2272.00,46521.00,-4537.00,50172.00,5500.00,56284.00,-11612.00
1996:Q3,76040.00,276.00,2492.00,7096.00,448.00,1448.00,1192.00,60.00,3948.00,-260.00,468.00,-728.00,1992.00,49010.00,15434.00,72764.00,4824.00,45380.00,22560.00
1996:Q4,64296.00,24.00,2660.00,1060.00,-5488.00,1428.00,1176.00,56.00,3888.00,-300.00,72.00,-372.00,1896.00,40617.00,18339.00,76812.00,4588.00,61568.00,10656.00
1997:Q1,132428.00,-688.00,5140.00,14560.00,5372.00,2004.00,1652.00,80.00,5452.00,852.00,228.00,624.00,-2488.00,47384.00,67668.00,138372.00,2112.00,39048.00,97212.00
1997:Q2,1520.00,380.00,-764.00,15420.00,-608.00,3492.00,2880.00,140.00,9516.00,1040.00,248.00,792.00,-2416.00,43328.00,-55468.00,-3932.00,2052.00,45108.00,-51092.00
1997:Q3,44616.00,-308.00,-2180.00,13128.00,3268.00,2148.00,1772.00,88.00,5852.00,716.00,164.00,552.00,-2916.00,64691.00,-28515.00,39816.00,2476.00,47564.00,-10224.00
1997:Q4,145784.00,3156.00,1040.00,2028.00,-3204.00,1140.00,940.00,44.00,3108.00,840.00,20.00,820.00,-2496.00,46946.00,94270.00,165924.00,2120.00,12568.00,151236.00
1998:Q1,91308.00,672.00,1572.00,23312.00,8052.00,-1876.00,5180.00,216.00,11740.00,3368.00,1140.00,2228.00,-5492.00,54746.00,13130.00,90436.00,14472.00,110092.00,-34128.00
1998:Q2,92100.00,272.00,7324.00,18484.00,3240.00,-2228.00,5340.00,224.00,11908.00,1356.00,460.00,896.00,-6532.00,62975.00,8221.00,92128.00,17220.00,111504.00,-36596.00
1998:Q3,58004.00,-448.00,15804.00,9820.00,-5380.00,-2580.00,5500.00,224.00,12056.00,-2248.00,-760.00,-1488.00,-4180.00,54109.00,-14853.00,59744.00,11020.00,29420.00,19304.00
1998:Q4,107860.00,-2196.00,-2036.00,29772.00,16136.00,-3204.00,5340.00,220.00,11280.00,-2424.00,-2180.00,-244.00,-3672.00,34933.00,53483.00,108220.00,9680.00,92788.00,5752.00
1999:Q1,39596.00,0.00,9488.00,964.00,-676.00,-4452.00,3840.00,140.00,2112.00,984.00,288.00,696.00,12876.00,40392.00,-25108.00,39488.00,12388.00,-8292.00,35392.00
1999:Q2,52012.00,268.00,2836.00,4188.00,5896.00,-5000.00,3136.00,112.00,44.00,-844.00,572.00,-1416.00,14936.00,46406.00,-15778.00,51852.00,14368.00,50088.00,-12604.00
1999:Q3,71312.00,-96.00,18704.00,-5852.00,-2096.00,-5256.00,2656.00,88.00,-1244.00,-636.00,-204.00,-432.00,10304.00,50650.00,-1762.00,71388.00,9912.00,-15560.00,77036.00
1999:Q4,15180.00,260.00,3940.00,11284.00,-1164.00,-3012.00,6320.00,256.00,8884.00,-3440.00,-4056.00,616.00,19400.00,60137.00,-76401.00,14840.00,18668.00,126248.00,-130076.00
2000:Q1,65292.00,0.00,-8044.00,18192.00,6048.00,700.00,4752.00,-400.00,7092.00,580.00,0.00,580.00,-12836.00,85660.00,-18260.00,64856.00,17864.00,124068.00,-77076.00
2000:Q2,75672.00,44.00,-3092.00,4568.00,-4000.00,724.00,4884.00,-400.00,3360.00,800.00,0.00,800.00,-9464.00,60377.00,22439.00,89228.00,13176.00,52628.00,23424.00
2000:Q3,85648.00,0.00,552.00,2268.00,-5496.00,464.00,4636.00,-440.00,3104.00,-380.00,-1180.00,800.00,-7484.00,70964.00,19728.00,72476.00,10416.00,58720.00,3340.00
2000:Q4,61244.00,-308.00,9228.00,10512.00,1688.00,736.00,5220.00,-464.00,3332.00,1860.00,652.00,1208.00,-6204.00,33743.00,12413.00,55184.00,8636.00,17564.00,28984.00
2001:Q1,39556.00,-3316.00,27104.00,1864.00,-8192.00,-3392.00,6116.00,20.00,7312.00,792.00,0.00,792.00,-292.00,2901.00,10503.00,36120.00,8916.00,11656.00,15548.00
2001:Q2,38480.00,3000.00,-10196.00,6096.00,-4000.00,-3588.00,6244.00,20.00,7420.00,400.00,0.00,400.00,-2136.00,47037.00,-5721.00,51888.00,64904.00,15236.00,-28252.00
2001:Q3,50460.00,16000.00,31900.00,10084.00,0.00,-3764.00,6372.00,20.00,7456.00,800.00,0.00,800.00,452.00,10250.00,-19026.00,40432.00,-13700.00,9352.00,44780.00
2001:Q4,43672.00,22884.00,-5068.00,10544.00,456.00,-3940.00,6508.00,16.00,7504.00,424.00,-480.00,904.00,-1812.00,30657.00,-13957.00,41396.00,55112.00,-14572.00,856.00
2002:Q1,-920.00,0.00,460.00,22584.00,-456.00,5364.00,11940.00,-224.00,5960.00,884.00,468.00,416.00,15840.00,42686.00,-83374.00,-860.00,34020.00,32520.00,-67400.00
2002:Q2,59736.00,0.00,7036.00,15052.00,-8000.00,5368.00,11944.00,-220.00,5960.00,400.00,0.00,400.00,12672.00,7815.00,16761.00,60656.00,27216.00,-312.00,33752.00
2002:Q3,14344.00,0.00,13488.00,43044.00,20000.00,5364.00,11944.00,-228.00,5964.00,400.00,0.00,400.00,-15840.00,-24619.00,-2129.00,14736.00,-34020.00,-4344.00,53100.00
2002:Q4,1540.00,-316.00,-7808.00,16188.00,-6856.00,5364.00,11940.00,-220.00,5960.00,-576.00,-1224.00,648.00,19008.00,5745.00,-30701.00,200.00,40824.00,-4700.00,-35924.00
2003:Q1,41608.00,316.00,-1744.00,-2332.00,-5144.00,-1836.00,-3040.00,348.00,7340.00,-20.00,-216.00,196.00,160.00,4191.00,41037.00,41072.00,3168.00,-63740.00,101644.00
2003:Q2,71840.00,3996.00,-17712.00,-1192.00,-4000.00,-1836.00,-3036.00,348.00,7332.00,-4.00,-200.00,196.00,1512.00,49772.00,35468.00,71736.00,30088.00,-3272.00,44920.00
2003:Q3,8164.00,4000.00,-6824.00,-1196.00,-4000.00,-1840.00,-3040.00,344.00,7340.00,-80.00,-200.00,120.00,1680.00,77797.00,-67213.00,7364.00,33388.00,9440.00,-35464.00
2003:Q4,62600.00,7740.00,-21024.00,-904.00,-3716.00,-1836.00,-3036.00,348.00,7336.00,-204.00,-340.00,136.00,2140.00,57472.00,17380.00,59968.00,42564.00,-4132.00,21536.00
2004:Q1,100284.00,1380.00,-2024.00,3556.00,-4284.00,4860.00,-6660.00,-12.00,9652.00,984.00,0.00,984.00,-10520.00,72403.00,34505.00,104276.00,8352.00,22372.00,73552.00
2004:Q2,45760.00,4000.00,5996.00,3832.00,-4000.00,4856.00,-6656.00,-16.00,9648.00,1000.00,0.00,1000.00,-7500.00,47116.00,-8684.00,46320.00,5956.00,32668.00,7696.00
2004:Q3,45284.00,4000.00,2764.00,-156.00,-8000.00,4860.00,-6664.00,-12.00,9660.00,1000.00,0.00,1000.00,-5416.00,54080.00,-10988.00,42364.00,4300.00,53532.00,-15468.00
2004:Q4,51492.00,5380.00,-15392.00,6668.00,-1168.00,4856.00,-6656.00,-12.00,9648.00,1060.00,24.00,1036.00,-10584.00,54077.00,10283.00,51092.00,8404.00,40536.00,2152.00
2005:Q1,71324.00,2620.00,6444.00,7748.00,5276.00,-4076.00,4364.00,-8.00,2192.00,1204.00,0.00,1204.00,20384.00,24812.00,8112.00,72468.00,-25560.00,36936.00,61092.00
2005:Q2,25460.00,-8000.00,-5388.00,3372.00,-72.00,-1872.00,2532.00,-24.00,2808.00,1200.00,0.00,1200.00,34236.00,31728.00,-31688.00,27312.00,-42928.00,140276.00,-70036.00
2005:Q3,54716.00,0.00,7064.00,3672.00,-72.00,-1632.00,2588.00,-20.00,2808.00,1200.00,0.00,1200.00,7824.00,24191.00,10765.00,56456.00,-9812.00,35952.00,30316.00
2005:Q4,52760.00,-348.00,-9268.00,6112.00,-72.00,3172.00,176.00,56.00,2780.00,1104.00,-196.00,1300.00,13780.00,-3159.00,44539.00,55548.00,-17280.00,50872.00,21956.00
2006:Q1,98512.00,2748.00,1948.00,5312.00,2136.00,468.00,2236.00,148.00,324.00,132.00,20.00,112.00,-34744.00,82863.00,40253.00,98372.00,31208.00,97196.00,-30032.00
2006:Q2,66208.00,2800.00,22784.00,39428.00,2164.00,3912.00,29400.00,652.00,3300.00,1528.00,-20.00,1548.00,-28652.00,45254.00,-16934.00,65972.00,25736.00,89576.00,-49340.00
2006:Q3,79976.00,2800.00,4748.00,19800.00,2184.00,944.00,6560.00,112.00,10000.00,800.00,0.00,800.00,-27136.00,72305.00,6659.00,78868.00,24376.00,89416.00,-34924.00
2006:Q4,120632.00,2376.00,-4348.00,19572.00,2184.00,608.00,8328.00,8.00,8444.00,832.00,32.00,800.00,-47400.00,79803.00,69797.00,126520.00,42576.00,110800.00,-26856.00
2007:Q1,109856.00,1208.00,10664.00,21040.00,7892.00,-3232.00,4160.00,256.00,11964.00,20.00,0.00,20.00,-24184.00,66932.00,34176.00,109120.00,8376.00,45732.00,55012.00
2007:Q2,106508.00,1476.00,6644.00,15948.00,7980.00,-3756.00,2868.00,224.00,8632.00,-244.00,-84.00,-160.00,-39760.00,77345.00,45099.00,106120.00,13776.00,76292.00,16052.00
2007:Q3,63024.00,8940.00,11568.00,21116.00,8068.00,-3780.00,4424.00,268.00,12136.00,32.00,0.00,32.00,-27492.00,78772.00,-29912.00,64576.00,9524.00,53296.00,1756.00
2007:Q4,144904.00,-16640.00,4024.00,12836.00,8072.00,-3300.00,1944.00,148.00,5972.00,472.00,-28.00,500.00,-46728.00,89667.00,101273.00,149396.00,16188.00,91856.00,41352.00
2008:Q1,-38420.00,-504.00,26120.00,1288.00,-3528.00,5348.00,19720.00,2648.00,-22900.00,-8.00,44.00,-52.00,25940.00,3930.00,-95186.00,-37856.00,6372.00,18744.00,-62972.00
2008:Q2,15828.00,5144.00,-4100.00,1028.00,-3524.00,5092.00,19720.00,2644.00,-22904.00,168.00,44.00,124.00,-43232.00,33772.00,23048.00,16276.00,-10620.00,-52404.00,79300.00
2008:Q3,-13252.00,1924.00,22092.00,-1048.00,-3564.00,3060.00,19936.00,2676.00,-23156.00,-56.00,48.00,-104.00,51880.00,-23661.00,-64383.00,-11208.00,12744.00,44744.00,-68696.00
2008:Q4,20500.00,3980.00,32036.00,-22188.00,-3564.00,-18084.00,19936.00,2676.00,-23152.00,17164.00,48.00,17116.00,51880.00,-53572.00,-8800.00,7692.00,12744.00,45064.00,-50116.00
2009:Q1,-25188.00,-2692.00,-2424.00,1432.00,-10372.00,4392.00,3068.00,160.00,4184.00,-4252.00,-24.00,-4228.00,140.00,9389.00,-26781.00,-31320.00,596.00,1304.00,-33220.00
2009:Q2,56460.00,-2612.00,-21972.00,45592.00,-248.00,732.00,3068.00,160.00,41880.00,-4300.00,-20.00,-4280.00,-4804.00,66042.00,-21486.00,52080.00,-20420.00,68236.00,4264.00
2009:Q3,84260.00,-2636.00,-20604.00,-33348.00,-3804.00,732.00,3068.00,160.00,-33504.00,-4348.00,-24.00,-4324.00,-3032.00,62939.00,85289.00,80912.00,-12888.00,43696.00,50104.00
2009:Q4,-40724.00,-10864.00,-18476.00,6728.00,-1420.00,732.00,3068.00,160.00,4188.00,-4368.00,-20.00,-4348.00,-3560.00,42113.00,-52297.00,-44572.00,-15132.00,52820.00,-82260.00
2010:Q1,86884.00,2840.00,-13688.00,37224.00,2908.00,6996.00,9244.00,-272.00,18348.00,-60.00,-28.00,-32.00,3880.00,68338.00,-11650.00,85940.00,-14600.00,58176.00,42364.00
2010:Q2,105548.00,2964.00,-232.00,38988.00,3032.00,7616.00,9504.00,-272.00,19108.00,-56.00,-28.00,-28.00,4464.00,57084.00,2336.00,105024.00,-16800.00,71184.00,50640.00
2010:Q3,43720.00,3092.00,-8448.00,40852.00,3168.00,8288.00,9764.00,-264.00,19896.00,-56.00,-28.00,-28.00,3544.00,65502.00,-60766.00,43304.00,-13336.00,52664.00,3976.00
2010:Q4,52104.00,3224.00,-7508.00,42836.00,3304.00,9024.00,10040.00,-260.00,20728.00,-52.00,-24.00,-28.00,5208.00,62320.00,-53924.00,50780.00,-19596.00,78820.00,-8444.00
2011:Q1,34272.00,-948.00,-2152.00,4172.00,1760.00,8460.00,-32.00,212.00,-6228.00,-824.00,-44.00,-780.00,12252.00,18470.00,3302.00,34012.00,4300.00,31040.00,-1328.00
2011:Q2,33184.00,-936.00,1620.00,4216.00,1804.00,8456.00,-28.00,212.00,-6228.00,-804.00,-40.00,-764.00,10984.00,1184.00,16920.00,33996.00,3856.00,28692.00,1448.00
2011:Q3,66736.00,-2112.00,9820.00,4248.00,1840.00,8460.00,-32.00,208.00,-6228.00,-792.00,-44.00,-748.00,-9640.00,5031.00,60181.00,66312.00,-3384.00,-19384.00,89080.00
2011:Q4,24928.00,276.00,-9380.00,2404.00,0.00,8456.00,-32.00,212.00,-6232.00,-776.00,-40.00,-736.00,45624.00,16423.00,-29643.00,24660.00,16016.00,114064.00,-105420.00
2012:Q1,22788.00,0.00,-7020.00,32552.00,-1988.00,4008.00,-8840.00,648.00,38724.00,0.00,0.00,0.00,-4812.00,14358.00,-12290.00,23376.00,-19468.00,120648.00,-77804.00
2012:Q2,4164.00,0.00,-2664.00,34816.00,-1992.00,4116.00,-8628.00,668.00,40652.00,0.00,0.00,0.00,-1312.00,7204.00,-33880.00,5560.00,-5308.00,30832.00,-19964.00
2012:Q3,56316.00,0.00,-6160.00,39268.00,-1988.00,4232.00,-8420.00,696.00,44748.00,0.00,0.00,0.00,-1312.00,2326.00,22194.00,57040.00,-5308.00,29664.00,32684.00
2012:Q4,105244.00,5268.00,-2004.00,44096.00,-1992.00,4352.00,-8216.00,724.00,49228.00,-5104.00,-560.00,-4544.00,-1312.00,-15372.00,79672.00,111176.00,-5308.00,30400.00,86084.00
2013:Q1,-26636.00,-4700.00,-14632.00,5000.00,1716.00,-920.00,-240.00,880.00,3564.00,1760.00,0.00,1760.00,-12028.00,-7421.00,5385.00,-24524.00,-7684.00,-7432.00,-9408.00
2013:Q2,3596.00,-4628.00,5752.00,5292.00,1752.00,-908.00,-236.00,916.00,3768.00,1852.00,0.00,1852.00,-14512.00,-24997.00,34837.00,2980.00,-9268.00,-15404.00,27652.00
2013:Q3,-60128.00,-4336.00,-1096.00,5524.00,1792.00,-908.00,-236.00,960.00,3916.00,1952.00,0.00,1952.00,-21548.00,-18967.00,-21657.00,-59620.00,-13764.00,-28204.00,-17652.00
2013:Q4,-46844.00,-4068.00,-6832.00,5760.00,1832.00,-900.00,-240.00,1004.00,4064.00,2048.00,0.00,2048.00,-4880.00,-24507.00,-14365.00,-47748.00,-3116.00,-1024.00,-43608.00
2014:Q1,-42420.00,164.00,-3072.00,-1604.00,1424.00,4824.00,-11932.00,864.00,3216.00,1336.00,0.00,1336.00,-14696.00,-38969.00,14421.00,-41772.00,1468.00,-16028.00,-27212.00
2014:Q2,27168.00,160.00,-3280.00,-1572.00,1456.00,4824.00,-11932.00,864.00,3216.00,1380.00,0.00,1380.00,-7880.00,-30623.00,68983.00,27704.00,788.00,-7952.00,34868.00
2014:Q3,-37484.00,164.00,3224.00,-1548.00,1480.00,4824.00,-11932.00,864.00,3216.00,1424.00,0.00,1424.00,-13100.00,-31062.00,3414.00,-37248.00,1308.00,-15000.00,-23556.00
2014:Q4,6188.00,160.00,-5416.00,1220.00,1508.00,6132.00,-10856.00,912.00,3524.00,1472.00,0.00,1472.00,-4480.00,-32977.00,46209.00,6488.00,448.00,-2196.00,8236.00
2015:Q1,270932.00,-2232.00,-6360.00,154908.00,-3188.00,35540.00,13352.00,4256.00,104948.00,51792.00,19224.00,32568.00,596.00,-27000.00,99228.00,278708.00,141564.00,37788.00,99356.00
2015:Q2,-53648.00,-2152.00,276.00,-1472.00,-3072.00,400.00,-1000.00,200.00,2000.00,860.00,60.00,800.00,-8252.00,-32557.00,-10351.00,-43676.00,7276.00,-16588.00,-34364.00
2015:Q3,-62696.00,-2076.00,22028.00,-2236.00,-2960.00,6688.00,-10528.00,928.00,3636.00,1100.00,100.00,1000.00,-14860.00,-37771.00,-28881.00,-50896.00,13096.00,-36172.00,-27820.00
2015:Q4,-71468.00,-556.00,-8176.00,-5280.00,-768.00,-732.00,-960.00,-108.00,-2712.00,-88.00,-752.00,664.00,-300.00,-19264.00,-37804.00,-56692.00,264.00,7548.00,-64504.00
2016:Q1,3556.00,128.00,1120.00,3360.00,184.00,516.00,676.00,76.00,1908.00,1384.00,48.00,1336.00,-204.00,-44887.00,42655.00,3180.00,204.00,7588.00,-4612.00
2016:Q2,-40036.00,564.00,-12980.00,14760.00,820.00,2264.00,2968.00,332.00,8376.00,4092.00,204.00,3888.00,-204.00,-49504.00,3236.00,-40180.00,-8004.00,-32284.00,108.00
