1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q4,3388352.00,25537.00,26617.00,156165.00,758802.00,12026.00,217143.00,221031.00,151558.00,0.00,0.00,0.00,69473.00,234542.00,74060.00,363.00,0.00,0.00,0.00,73697.00,2232718.00,650886.00,37877.00,1189107.00,354848.00,5241.00,0.00,0.00,14810.00,168462.00,3299557.00,-111633.00,988.00,3060.00,-57885.00,-57796.00,506200.00,25797.00,464415.00,15988.00,1729331.00,472349.00,268034.00,65317.00,40201.00,25116.00,92944.00,4583.00,272432.00,135521.00,136911.00,0.00
1986:Q1,3405892.00,21251.00,28930.00,162064.00,760022.00,13447.00,220556.00,232055.00,156117.00,0.00,0.00,0.00,75938.00,216715.00,77249.00,965.00,0.00,0.00,0.00,76284.00,2244616.00,652102.00,35502.00,1202391.00,354621.00,6007.00,0.00,0.00,15235.00,167767.00,3321394.00,-115741.00,560.00,818.00,-62588.00,-54531.00,484419.00,11948.00,456692.00,15779.00,1753211.00,476672.00,275640.00,63509.00,36604.00,26905.00,91539.00,4717.00,287428.00,145315.00,142113.00,0.00
1986:Q2,3472775.00,22221.00,29374.00,164163.00,785780.00,11896.00,222193.00,256742.00,179034.00,0.00,0.00,0.00,77708.00,211344.00,83605.00,1572.00,0.00,0.00,0.00,82033.00,2282701.00,661145.00,33683.00,1222648.00,365225.00,6736.00,0.00,0.00,15568.00,166232.00,3393964.00,-120627.00,283.00,952.00,-61133.00,-60729.00,531450.00,25224.00,489947.00,16279.00,1775557.00,465671.00,281305.00,63587.00,34790.00,28797.00,99315.00,5000.00,292706.00,148223.00,144483.00,0.00
1986:Q3,3539868.00,22609.00,34829.00,155227.00,829063.00,10392.00,224664.00,279578.00,199370.00,0.00,0.00,0.00,80208.00,220252.00,94177.00,2584.00,0.00,0.00,0.00,91593.00,2303377.00,651286.00,32225.00,1246771.00,373095.00,6532.00,0.00,0.00,15248.00,172983.00,3454619.00,-117726.00,849.00,879.00,-60116.00,-59338.00,534945.00,28211.00,490476.00,16258.00,1801212.00,468856.00,291137.00,65264.00,33988.00,31276.00,103691.00,5294.00,301946.00,149509.00,152437.00,0.00
1986:Q4,3669360.00,25652.00,45501.00,160298.00,848682.00,12835.00,226504.00,303803.00,220274.00,0.00,0.00,0.00,83529.00,205844.00,99696.00,3697.00,0.00,0.00,0.00,95999.00,2387148.00,694755.00,30625.00,1278668.00,383100.00,6982.00,0.00,0.00,15028.00,180069.00,3574930.00,-128006.00,1261.00,1565.00,-67594.00,-63238.00,616533.00,27480.00,570383.00,18670.00,1826270.00,466963.00,310121.00,63771.00,31520.00,32251.00,113540.00,4932.00,300806.00,153534.00,147272.00,0.00
1987:Q1,3673573.00,22493.00,39739.00,158024.00,854416.00,12298.00,226860.00,317245.00,236565.00,0.00,0.00,0.00,80680.00,194900.00,103113.00,3613.00,0.00,0.00,0.00,99500.00,2376864.00,664826.00,30861.00,1309118.00,372059.00,8443.00,0.00,0.00,15493.00,198101.00,3564396.00,-102972.00,5241.00,1587.00,-60112.00,-49688.00,547123.00,8649.00,521324.00,17150.00,1828519.00,462427.00,312797.00,67424.00,31871.00,35553.00,111829.00,4828.00,332421.00,156268.00,176153.00,0.00
1987:Q2,3734598.00,23950.00,33306.00,163517.00,877782.00,10719.00,228933.00,339816.00,254561.00,0.00,0.00,0.00,85255.00,187928.00,110386.00,3545.00,0.00,0.00,0.00,106841.00,2426824.00,667495.00,29810.00,1348798.00,380721.00,8735.00,0.00,0.00,14596.00,185888.00,3620240.00,-104804.00,1579.00,972.00,-65808.00,-41547.00,587761.00,30924.00,539309.00,17528.00,1836425.00,473922.00,312679.00,65950.00,30679.00,35271.00,120184.00,2970.00,325153.00,146940.00,178213.00,0.00
1987:Q3,3801324.00,24422.00,36326.00,154109.00,900715.00,8737.00,235949.00,355351.00,268818.00,0.00,0.00,0.00,86533.00,182470.00,118208.00,3781.00,0.00,0.00,0.00,114427.00,2475608.00,673491.00,27777.00,1385757.00,388583.00,9238.00,0.00,0.00,14911.00,185995.00,3686361.00,-88628.00,248.00,1941.00,-59930.00,-30887.00,584989.00,32975.00,536713.00,15301.00,1849688.00,486657.00,323502.00,64741.00,28628.00,36113.00,126135.00,2783.00,336494.00,150391.00,186103.00,0.00
1987:Q4,3899108.00,24858.00,39594.00,150026.00,942886.00,13254.00,232998.00,375301.00,287051.00,0.00,0.00,0.00,88250.00,176707.00,144626.00,19431.00,0.00,0.00,0.00,125195.00,2508756.00,676899.00,29579.00,1402853.00,399425.00,7026.00,0.00,0.00,18652.00,207310.00,3775159.00,-95390.00,811.00,3815.00,-69484.00,-30532.00,602706.00,21644.00,563837.00,17225.00,1884267.00,513838.00,327857.00,67806.00,30506.00,37300.00,139326.00,2497.00,332252.00,160756.00,171496.00,0.00
1988:Q1,3957123.00,23110.00,36647.00,166321.00,942471.00,10370.00,227593.00,379493.00,286605.00,0.00,0.00,0.00,92888.00,168993.00,156022.00,17480.00,0.00,0.00,0.00,138542.00,2543115.00,678066.00,25506.00,1440681.00,398862.00,7814.00,0.00,0.00,19052.00,218593.00,3838936.00,-96701.00,298.00,2311.00,-68636.00,-30674.00,584093.00,23520.00,544584.00,15989.00,1952639.00,519850.00,339137.00,63436.00,26267.00,37169.00,135723.00,2001.00,338758.00,159589.00,179169.00,0.00
1988:Q2,4040182.00,25565.00,34391.00,160795.00,957723.00,10067.00,220843.00,393439.00,299807.00,0.00,0.00,0.00,93632.00,163694.00,169680.00,21012.00,0.00,0.00,0.00,148668.00,2601749.00,691485.00,25599.00,1476097.00,408568.00,8295.00,0.00,0.00,18695.00,232969.00,3930074.00,-85874.00,259.00,2464.00,-68744.00,-19853.00,611046.00,32559.00,561325.00,17162.00,1975701.00,521976.00,339897.00,64833.00,26357.00,38476.00,141018.00,1348.00,360129.00,167415.00,192714.00,0.00
1988:Q3,4110644.00,22093.00,37677.00,162861.00,973831.00,11317.00,218895.00,407808.00,291363.00,0.00,0.00,0.00,116445.00,160880.00,174931.00,23189.00,0.00,0.00,0.00,151742.00,2641484.00,690642.00,26230.00,1506478.00,418134.00,8327.00,0.00,0.00,18618.00,245753.00,3996242.00,-91150.00,1199.00,2154.00,-73755.00,-20748.00,599015.00,34154.00,548699.00,16162.00,1992307.00,550357.00,353658.00,65587.00,26901.00,38686.00,147587.00,1702.00,377179.00,175083.00,202096.00,0.00
1988:Q4,4177501.00,27561.00,38273.00,148263.00,977200.00,13413.00,210863.00,425128.00,308190.00,0.00,0.00,0.00,116938.00,153752.00,174044.00,24363.00,0.00,0.00,0.00,149681.00,2696726.00,702684.00,26511.00,1539962.00,427569.00,8477.00,0.00,0.00,20239.00,260762.00,4068615.00,-100009.00,1286.00,2170.00,-77259.00,-26206.00,625285.00,28979.00,579666.00,16640.00,2011105.00,558933.00,343854.00,66146.00,27237.00,38909.00,158770.00,2701.00,401830.00,183773.00,218057.00,0.00
1989:Q1,4158489.00,22203.00,36374.00,162094.00,974195.00,10860.00,216016.00,433445.00,311125.00,0.00,0.00,0.00,122320.00,149837.00,164037.00,27180.00,0.00,0.00,0.00,136857.00,2714186.00,701277.00,25149.00,1566182.00,421578.00,13760.00,2308.00,0.00,20944.00,212425.00,4034724.00,-98014.00,557.00,2454.00,-71212.00,-29813.00,571190.00,13513.00,540490.00,17187.00,2019439.00,575748.00,369378.00,64059.00,25743.00,38316.00,169839.00,2239.00,360846.00,183472.00,177374.00,0.00
1989:Q2,4206128.00,22775.00,35998.00,167890.00,954351.00,10935.00,196240.00,442038.00,318274.00,0.00,0.00,0.00,123764.00,145120.00,160018.00,27962.00,0.00,0.00,0.00,132056.00,2766088.00,718685.00,24114.00,1594122.00,429167.00,14755.00,2258.00,0.00,21110.00,220903.00,4087627.00,-104066.00,-203.00,841.00,-79947.00,-24757.00,594639.00,34390.00,544568.00,15681.00,2039899.00,580240.00,369372.00,63805.00,24740.00,39065.00,167665.00,2660.00,373413.00,192141.00,181272.00,0.00
1989:Q3,4198587.00,23122.00,31336.00,157234.00,928924.00,9834.00,183911.00,436688.00,307966.00,0.00,0.00,0.00,128722.00,142060.00,156431.00,28738.00,0.00,0.00,0.00,127693.00,2792323.00,721493.00,22839.00,1611724.00,436267.00,15621.00,2269.00,0.00,21273.00,226485.00,4078852.00,-105209.00,501.00,598.00,-82504.00,-23804.00,581563.00,30278.00,535007.00,16278.00,2070630.00,575397.00,349741.00,62394.00,23460.00,38934.00,157118.00,2224.00,384994.00,192623.00,192371.00,0.00
1989:Q4,4212711.00,28671.00,37292.00,171479.00,914674.00,12475.00,182538.00,431010.00,298589.00,0.00,0.00,0.00,132421.00,135806.00,152845.00,28866.00,0.00,0.00,0.00,123979.00,2799020.00,722461.00,21317.00,1609402.00,445840.00,15696.00,2173.00,0.00,22571.00,221135.00,4092357.00,-121887.00,1131.00,481.00,-89851.00,-33648.00,620587.00,25582.00,578302.00,16703.00,2100645.00,567257.00,338446.00,60268.00,21980.00,38288.00,148319.00,1394.00,377328.00,194161.00,183167.00,0.00
1990:Q1,4200242.00,23251.00,34758.00,174152.00,932831.00,8046.00,195410.00,443266.00,297436.00,0.00,36570.00,0.00,109260.00,132320.00,153789.00,30818.00,0.00,0.00,0.00,122971.00,2808899.00,711453.00,20016.00,1644291.00,433139.00,14733.00,1944.00,0.00,23429.00,186245.00,4109544.00,-107306.00,376.00,2163.00,-81713.00,-28132.00,580632.00,16719.00,549053.00,14860.00,2126219.00,553008.00,341708.00,57523.00,20481.00,37042.00,139523.00,1942.00,416295.00,200549.00,215746.00,0.00
1990:Q2,4174474.00,24294.00,35303.00,174418.00,921420.00,7720.00,191527.00,446385.00,296454.00,0.00,41769.00,0.00,108162.00,126402.00,149386.00,27774.00,0.00,0.00,0.00,121612.00,2799206.00,713344.00,18038.00,1638417.00,429407.00,14868.00,1960.00,0.00,23487.00,179518.00,4091321.00,-98829.00,656.00,586.00,-86668.00,-13403.00,604933.00,32072.00,557951.00,14910.00,2125079.00,536564.00,331369.00,52967.00,18479.00,34488.00,133466.00,1774.00,403998.00,203209.00,200789.00,0.00
1990:Q3,4156493.00,24752.00,32516.00,170980.00,918703.00,7613.00,191790.00,450642.00,298376.00,0.00,47723.00,0.00,104543.00,125139.00,143519.00,27573.00,0.00,0.00,0.00,115946.00,2782041.00,703678.00,18539.00,1627281.00,432543.00,12728.00,1991.00,0.00,23074.00,189708.00,4087623.00,-88603.00,1877.00,505.00,-75573.00,-15412.00,600576.00,36595.00,547563.00,16418.00,2132736.00,523808.00,323013.00,51760.00,18952.00,32808.00,125375.00,1644.00,417314.00,214203.00,203111.00,0.00
1990:Q4,4124135.00,32590.00,37448.00,169631.00,914032.00,9279.00,183306.00,460562.00,299477.00,0.00,54828.00,0.00,106257.00,119815.00,141070.00,30290.00,0.00,0.00,0.00,110780.00,2743544.00,693773.00,17224.00,1600919.00,431628.00,10900.00,1902.00,0.00,24905.00,189183.00,4049535.00,-110403.00,2222.00,190.00,-86523.00,-26292.00,637848.00,30919.00,590622.00,16307.00,2149084.00,503802.00,293418.00,54502.00,17567.00,36935.00,124390.00,1310.00,395584.00,211753.00,183831.00,0.00
1991:Q1,4068528.00,24707.00,23542.00,171273.00,919687.00,10879.00,195264.00,461390.00,299762.00,0.00,60021.00,0.00,101607.00,115501.00,136653.00,28955.00,0.00,27822.00,0.00,79876.00,2695023.00,674611.00,15371.00,1584809.00,420232.00,13894.00,2486.00,0.00,25651.00,192265.00,4017898.00,-83661.00,2582.00,244.00,-64469.00,-22018.00,599509.00,26325.00,558231.00,14953.00,2173763.00,479628.00,280517.00,51598.00,15661.00,35937.00,113898.00,673.00,401973.00,222486.00,179487.00,0.00
1991:Q2,4020816.00,25627.00,21777.00,173105.00,915496.00,9224.00,206018.00,457953.00,287862.00,0.00,67958.00,0.00,102133.00,110837.00,131464.00,29249.00,0.00,28600.00,0.00,73615.00,2662847.00,658823.00,13028.00,1576067.00,414929.00,13354.00,2656.00,0.00,24902.00,181052.00,3983663.00,-68221.00,442.00,1479.00,-54160.00,-15982.00,621697.00,36038.00,572153.00,13506.00,2164866.00,444836.00,271656.00,49051.00,13347.00,35704.00,101798.00,647.00,397333.00,224528.00,172805.00,0.00
1991:Q3,3994061.00,28757.00,26572.00,184953.00,935280.00,8416.00,222957.00,456355.00,283081.00,0.00,78228.00,0.00,95046.00,107546.00,140006.00,29416.00,0.00,28098.00,0.00,82492.00,2601458.00,640081.00,13467.00,1538168.00,409742.00,13759.00,3479.00,0.00,25105.00,174698.00,3947979.00,-70442.00,232.00,315.00,-51380.00,-19609.00,640117.00,38534.00,587086.00,14497.00,2151197.00,421508.00,274658.00,47224.00,13726.00,33498.00,90988.00,1098.00,391631.00,226015.00,165616.00,0.00
1991:Q4,3977383.00,33603.00,28470.00,165461.00,955353.00,8830.00,232731.00,466240.00,277305.00,0.00,89405.00,0.00,99530.00,105093.00,142459.00,30636.00,0.00,28241.00,0.00,83582.00,2575721.00,623568.00,12625.00,1527191.00,412337.00,14068.00,3740.00,0.00,25370.00,175597.00,3929973.00,-77986.00,731.00,218.00,-52659.00,-26276.00,692726.00,36414.00,642209.00,14103.00,2134301.00,393706.00,256394.00,46671.00,12887.00,33784.00,87123.00,-105.00,397143.00,229267.00,167876.00,0.00
1992:Q1,3972813.00,29338.00,28689.00,179233.00,979848.00,7033.00,258440.00,471200.00,276855.00,0.00,97625.00,0.00,96720.00,102468.00,140707.00,31068.00,0.00,26604.00,0.00,83035.00,2536116.00,618171.00,12251.00,1509201.00,396493.00,13989.00,4457.00,0.00,26013.00,175130.00,3933430.00,-42675.00,512.00,52.00,-44691.00,1452.00,676366.00,16693.00,646343.00,13330.00,2122546.00,372050.00,271642.00,44824.00,12480.00,32344.00,84265.00,172.00,404240.00,232515.00,171725.00,0.00
1992:Q2,3940722.00,29693.00,22250.00,165688.00,993012.00,6090.00,265738.00,483400.00,274749.00,0.00,105592.00,0.00,103059.00,100617.00,137167.00,30123.00,0.00,23884.00,0.00,83160.00,2507583.00,611191.00,11715.00,1490564.00,394113.00,13699.00,3990.00,0.00,26502.00,178305.00,3904674.00,-49808.00,-166.00,1359.00,-42350.00,-8651.00,702599.00,36104.00,651321.00,15174.00,2101315.00,345684.00,253586.00,46197.00,11935.00,34262.00,84906.00,-17.00,420212.00,244883.00,175329.00,0.00
1992:Q3,3967537.00,30194.00,26438.00,169060.00,1022236.00,6452.00,282488.00,491167.00,272540.00,0.00,119487.00,0.00,99140.00,100771.00,141358.00,29998.00,0.00,23481.00,0.00,87879.00,2499522.00,605986.00,12590.00,1486172.00,394774.00,13399.00,4353.00,0.00,27026.00,175309.00,3932865.00,-37477.00,-227.00,609.00,-38697.00,838.00,721695.00,38203.00,667264.00,16228.00,2076372.00,330874.00,273221.00,49073.00,12776.00,36297.00,87534.00,-235.00,431808.00,253877.00,177931.00,0.00
1992:Q4,3978957.00,31870.00,31427.00,176072.00,1043653.00,6487.00,288325.00,503167.00,276202.00,0.00,122709.00,0.00,104256.00,99082.00,146592.00,30241.00,0.00,21624.00,0.00,94727.00,2482166.00,598445.00,12550.00,1470913.00,400258.00,14656.00,3356.00,0.00,29905.00,165852.00,3944354.00,-62064.00,3253.00,675.00,-49783.00,-16209.00,784151.00,30552.00,737760.00,15839.00,2060988.00,305966.00,277301.00,51753.00,12756.00,38997.00,86501.00,-305.00,440063.00,266106.00,173957.00,0.00
1993:Q1,3969654.00,30561.00,33359.00,166297.00,1074104.00,7145.00,299375.00,518794.00,283799.00,0.00,129455.00,0.00,105540.00,97535.00,151255.00,32417.00,0.00,21562.00,0.00,97276.00,2456631.00,590118.00,11216.00,1459623.00,395674.00,14736.00,3742.00,0.00,30343.00,159881.00,3925633.00,-38980.00,337.00,753.00,-38436.00,-1634.00,740062.00,18750.00,705713.00,15599.00,2038111.00,295764.00,297011.00,50591.00,11355.00,39236.00,91536.00,-4166.00,455704.00,274640.00,181064.00,0.00
1993:Q2,4003465.00,32210.00,26870.00,160102.00,1080708.00,5356.00,295746.00,529694.00,289409.00,0.00,136421.00,0.00,103864.00,98355.00,151557.00,30544.00,0.00,20842.00,0.00,100171.00,2490892.00,601209.00,10502.00,1475173.00,404008.00,14478.00,3367.00,0.00,30724.00,164114.00,3959200.00,-40126.00,221.00,1534.00,-38826.00,-3055.00,787521.00,36516.00,735974.00,15031.00,2013458.00,288357.00,287282.00,51788.00,10723.00,41065.00,98165.00,-4439.00,477194.00,281715.00,195479.00,0.00
1993:Q3,4050456.00,31735.00,28452.00,161021.00,1100890.00,5135.00,301069.00,537990.00,291514.00,0.00,137451.00,0.00,109025.00,100938.00,155758.00,29849.00,0.00,21905.00,0.00,104004.00,2514941.00,603201.00,10494.00,1484688.00,416558.00,15130.00,3751.00,0.00,31517.00,163019.00,3998667.00,-36165.00,947.00,2918.00,-36901.00,-3129.00,802828.00,38426.00,745541.00,18861.00,1997061.00,284439.00,309096.00,51578.00,10622.00,40956.00,104553.00,-4255.00,489532.00,288825.00,200707.00,0.00
1993:Q4,4109369.00,32671.00,33970.00,164539.00,1108819.00,5180.00,303227.00,543577.00,296697.00,0.00,133808.00,0.00,113072.00,101039.00,155796.00,34957.00,0.00,19814.00,0.00,101025.00,2549625.00,611946.00,10142.00,1493978.00,433559.00,16821.00,3889.00,0.00,33827.00,165208.00,4047658.00,-43145.00,909.00,94.00,-43749.00,-399.00,862283.00,42633.00,804087.00,15563.00,1981958.00,283116.00,305722.00,51309.00,10226.00,41083.00,108432.00,-3212.00,501195.00,296165.00,205030.00,0.00
1994:Q1,4219020.00,31439.00,35119.00,162536.00,1135299.00,4271.00,323323.00,543499.00,300997.00,0.00,132125.00,0.00,110377.00,101453.00,162753.00,37168.00,0.00,20799.00,0.00,104786.00,2539470.00,614750.00,10574.00,1479203.00,434943.00,15470.00,2988.00,0.00,34608.00,262091.00,4253581.00,-27683.00,444.00,463.00,-45715.00,17125.00,833900.00,39780.00,777390.00,16730.00,1984800.00,282519.00,323527.00,51525.00,10657.00,40868.00,105834.00,-4237.00,703396.00,301357.00,402039.00,0.00
1994:Q2,4279370.00,34426.00,32598.00,152750.00,1124031.00,3876.00,310057.00,548059.00,307397.00,0.00,127363.00,0.00,113299.00,101107.00,160932.00,36545.00,0.00,20644.00,0.00,103743.00,2589886.00,627871.00,10350.00,1500109.00,451556.00,14129.00,2330.00,0.00,35521.00,293699.00,4308516.00,-5164.00,866.00,701.00,-41011.00,34280.00,828611.00,42889.00,768748.00,16974.00,1963410.00,283654.00,333377.00,51155.00,10403.00,40752.00,113247.00,-5322.00,745548.00,303074.00,442474.00,0.00
1994:Q3,4288335.00,31155.00,29409.00,150263.00,1113406.00,3479.00,294341.00,558290.00,317171.00,0.00,123827.00,0.00,117292.00,100335.00,156961.00,33778.00,0.00,21308.00,0.00,101875.00,2645733.00,634364.00,10773.00,1527616.00,472980.00,14011.00,2036.00,0.00,36365.00,265957.00,4295784.00,2372.00,188.00,504.00,-38470.00,40150.00,800467.00,30383.00,752472.00,17612.00,1949933.00,292633.00,348659.00,52465.00,10800.00,41665.00,121332.00,-4730.00,732653.00,309717.00,422936.00,0.00
1994:Q4,4352096.00,38129.00,29837.00,157239.00,1088621.00,3725.00,275149.00,558006.00,316023.00,0.00,119396.00,0.00,122587.00,98983.00,152758.00,32780.00,0.00,21491.00,0.00,98487.00,2716853.00,649860.00,9895.00,1559853.00,497245.00,13267.00,2007.00,0.00,35626.00,270517.00,4359760.00,29240.00,-716.00,223.00,-40751.00,70484.00,822168.00,23751.00,781276.00,17141.00,1939396.00,304116.00,360906.00,53628.00,9958.00,43670.00,130501.00,-5194.00,724999.00,311692.00,413307.00,0.00
1995:Q1,4385530.00,31291.00,29590.00,165080.00,1076692.00,3464.00,269193.00,559120.00,313651.00,0.00,116474.00,0.00,128995.00,96766.00,148149.00,30526.00,0.00,21641.00,0.00,95982.00,2768279.00,671617.00,11438.00,1588016.00,497208.00,14047.00,2125.00,0.00,35862.00,262564.00,4405934.00,36408.00,57.00,84.00,-38256.00,74523.00,772351.00,15634.00,739679.00,17038.00,1956981.00,327422.00,369856.00,55197.00,11456.00,43741.00,124450.00,-4675.00,767944.00,324903.00,443041.00,0.00
1995:Q2,4431437.00,33596.00,24186.00,177201.00,1065152.00,4128.00,248290.00,566567.00,311639.00,0.00,113937.00,0.00,140991.00,95848.00,150319.00,33155.00,0.00,22573.00,0.00,94591.00,2836093.00,699055.00,11690.00,1615270.00,510078.00,15613.00,2447.00,0.00,36516.00,240633.00,4423976.00,32177.00,292.00,217.00,-39871.00,71539.00,797003.00,39731.00,740427.00,16845.00,1984868.00,334820.00,376416.00,56801.00,11655.00,45146.00,124775.00,-3099.00,720215.00,331769.00,388446.00,0.00
1995:Q3,4481166.00,33072.00,22959.00,168605.00,1077995.00,4122.00,242995.00,583918.00,321995.00,0.00,109349.00,0.00,152574.00,94689.00,152271.00,32188.00,0.00,23611.00,0.00,96472.00,2889677.00,710853.00,12512.00,1640698.00,525614.00,18146.00,2580.00,0.00,37185.00,230947.00,4476550.00,30418.00,73.00,421.00,-39343.00,69267.00,758483.00,30307.00,710071.00,18105.00,2015388.00,345918.00,390766.00,59175.00,12494.00,46681.00,125987.00,-1764.00,752179.00,345125.00,407054.00,0.00
1995:Q4,4527401.00,40562.00,28763.00,196264.00,1058857.00,4098.00,226018.00,586032.00,329925.00,0.00,101036.00,0.00,155071.00,94676.00,148033.00,29200.00,0.00,24943.00,0.00,93890.00,2921031.00,724204.00,12270.00,1642123.00,542434.00,19282.00,2323.00,0.00,37850.00,222469.00,4539852.00,24578.00,107.00,135.00,-43373.00,67709.00,774238.00,19003.00,737099.00,18136.00,2039772.00,359015.00,376107.00,58607.00,12283.00,46324.00,134089.00,-68.00,773514.00,350592.00,422922.00,0.00
1996:Q1,4530597.00,34386.00,24286.00,184759.00,1062341.00,4301.00,227164.00,587285.00,339715.00,0.00,97320.00,0.00,150250.00,94239.00,149352.00,29136.00,0.00,25875.00,0.00,94341.00,2939064.00,737862.00,12807.00,1656916.00,531479.00,21084.00,2463.00,0.00,38823.00,223391.00,4534459.00,8973.00,28.00,43.00,-41065.00,49967.00,722707.00,16832.00,688196.00,17679.00,2097295.00,371692.00,370486.00,60863.00,12844.00,48019.00,132117.00,-1481.00,771807.00,355331.00,416476.00,0.00
1996:Q2,4591392.00,35677.00,24008.00,169800.00,1053743.00,3632.00,219597.00,589746.00,345286.00,0.00,90938.00,0.00,153522.00,93930.00,146838.00,27930.00,0.00,25445.00,0.00,93463.00,2991225.00,752938.00,13456.00,1678976.00,545855.00,21673.00,2311.00,0.00,39179.00,253776.00,4602016.00,-1194.00,-190.00,636.00,-42920.00,41280.00,735984.00,31360.00,683760.00,20864.00,2100199.00,385720.00,366488.00,64111.00,13448.00,50663.00,145269.00,-1193.00,806632.00,370382.00,436250.00,0.00
1996:Q3,4647771.00,38227.00,20348.00,167638.00,1036560.00,3117.00,212864.00,583848.00,339952.00,0.00,89801.00,0.00,154095.00,94172.00,142559.00,28045.00,0.00,22210.00,0.00,92304.00,3053114.00,771271.00,14457.00,1708546.00,558840.00,22525.00,2226.00,0.00,40322.00,266811.00,4677820.00,-7663.00,640.00,1654.00,-45706.00,35749.00,735959.00,37794.00,678364.00,19801.00,2126988.00,406185.00,364440.00,65458.00,14449.00,51009.00,153623.00,-82.00,832912.00,372992.00,459920.00,0.00
1996:Q4,4684404.00,45186.00,23405.00,174501.00,1016774.00,4519.00,190332.00,592797.00,344334.00,0.00,89495.00,0.00,158968.00,95778.00,133348.00,25167.00,0.00,21801.00,0.00,86380.00,3102163.00,784847.00,13912.00,1731230.00,572174.00,24536.00,2610.00,0.00,42839.00,252390.00,4731210.00,-6355.00,4296.00,85.00,-47075.00,36339.00,738569.00,28684.00,688288.00,21597.00,2150823.00,413112.00,366643.00,67615.00,13969.00,53646.00,160874.00,1978.00,837951.00,384264.00,453687.00,0.00
1997:Q1,4744145.00,37151.00,21192.00,188758.00,1032261.00,2693.00,197146.00,602059.00,351105.00,0.00,92399.00,0.00,158555.00,95471.00,134892.00,23037.00,0.00,21347.00,0.00,90508.00,3128191.00,817211.00,14491.00,1745471.00,551018.00,20211.00,7085.00,0.00,43894.00,265402.00,4788835.00,-1881.00,-519.00,3998.00,-43049.00,37689.00,703602.00,24028.00,657995.00,21579.00,2189560.00,423728.00,384520.00,69252.00,14507.00,54745.00,155706.00,2428.00,861920.00,393238.00,468682.00,0.00
1997:Q2,4822362.00,38407.00,22200.00,176095.00,1038444.00,2624.00,188756.00,614862.00,357315.00,0.00,93173.00,0.00,164374.00,95868.00,136334.00,21762.00,0.00,20587.00,0.00,93985.00,3206169.00,845695.00,15006.00,1786968.00,558500.00,23045.00,8304.00,0.00,45194.00,264504.00,4872673.00,9822.00,461.00,1894.00,-42882.00,50349.00,720858.00,34243.00,663095.00,23520.00,2202404.00,439765.00,368679.00,71589.00,15067.00,56522.00,171381.00,4735.00,883440.00,404222.00,479218.00,0.00
1997:Q3,4891856.00,38531.00,21201.00,188910.00,1037072.00,2704.00,178518.00,622562.00,360258.00,0.00,96865.00,0.00,165439.00,97802.00,135486.00,18920.00,0.00,21701.00,0.00,94865.00,3254358.00,860989.00,14745.00,1820474.00,558150.00,24495.00,7922.00,0.00,45849.00,273518.00,4952314.00,835.00,-263.00,313.00,-51883.00,52668.00,684114.00,33511.00,627928.00,22675.00,2223155.00,474470.00,397302.00,72339.00,14770.00,57569.00,180677.00,5943.00,913479.00,415547.00,497932.00,0.00
1997:Q4,5029734.00,45004.00,27928.00,187893.00,1076996.00,2316.00,181380.00,652418.00,371783.00,0.00,106997.00,0.00,173638.00,98254.00,142628.00,18057.00,0.00,22460.00,0.00,102111.00,3313060.00,896943.00,13665.00,1840216.00,562236.00,25918.00,8126.00,0.00,44233.00,300576.00,5115976.00,6184.00,719.00,2035.00,-61526.00,64956.00,712190.00,27779.00,658409.00,26002.00,2262683.00,489844.00,414905.00,78145.00,13684.00,64461.00,196110.00,7320.00,948595.00,415545.00,533050.00,0.00
1998:Q1,5051204.00,37784.00,23569.00,215509.00,1095229.00,790.00,186816.00,662902.00,380237.00,0.00,108135.00,0.00,174530.00,96911.00,147810.00,18667.00,0.00,28671.00,0.00,100472.00,3348129.00,922461.00,11596.00,1872828.00,541244.00,31366.00,7104.00,0.00,45744.00,246770.00,5074592.00,24917.00,1502.00,29.00,-48701.00,72087.00,672799.00,21691.00,625378.00,25730.00,2314280.00,513425.00,432492.00,79712.00,11568.00,68144.00,204159.00,7639.00,825169.00,435393.00,389776.00,0.00
