1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q2,2276927.00,1258846.00,788524.00,41065.00,368474.00,205663.00,17169.00,22754.00,96628.00,36771.00,229557.00,2276927.00,329792.00,0.00,23613.00,151557.00,51386.00,100171.00,23054.00,493.00,0.00,0.00,0.00,100394.00,0.00,100394.00,688168.00,0.00,688168.00,217569.00,293.00,165381.00,8960.00,158352.00,21262.00,0.00,3000.00,3000.00,0.00,67343.00,1143.00,61000.00,6243.00,2000.00,247310.00,0.00,247310.00
1993:Q3,2390143.00,1302923.00,826297.00,40956.00,391708.00,213185.00,16696.00,26419.00,97422.00,39911.00,260923.00,2390143.00,351242.00,0.00,25104.00,155758.00,51754.00,104004.00,23995.00,541.00,0.00,0.00,0.00,101975.00,0.00,101975.00,706550.00,0.00,706550.00,229880.00,332.00,175780.00,10685.00,169825.00,22722.00,0.00,7000.00,7000.00,0.00,71449.00,1109.00,71750.00,7183.00,3000.00,254263.00,0.00,254263.00
1993:Q4,2502975.00,1337881.00,861443.00,41083.00,416476.00,215641.00,16821.00,33734.00,97727.00,39961.00,303651.00,2502975.00,418607.00,0.00,26500.00,155796.00,54771.00,101025.00,24167.00,619.00,0.00,0.00,0.00,103106.00,0.00,103106.00,719476.00,0.00,719476.00,232829.00,360.00,179017.00,11883.00,173789.00,24182.00,0.00,11053.00,11053.00,0.00,74787.00,1170.00,73045.00,7164.00,4000.00,261425.00,0.00,261425.00
1994:Q1,2578385.00,1374071.00,900329.00,40868.00,439455.00,222049.00,16551.00,31258.00,97496.00,52652.00,303985.00,2578385.00,446768.00,0.00,27850.00,162753.00,57967.00,104786.00,23996.00,675.00,0.00,0.00,0.00,104863.00,0.00,104863.00,738368.00,0.00,738368.00,228709.00,394.00,173379.00,14171.00,184605.00,23090.00,0.00,13100.00,13100.00,0.00,75602.00,1408.00,76998.00,7349.00,5000.00,269307.00,0.00,269307.00
1994:Q2,2626271.00,1396331.00,926707.00,40752.00,453487.00,230588.00,15800.00,31324.00,97802.00,56954.00,303233.00,2626271.00,474397.00,0.00,29200.00,160932.00,57189.00,103743.00,26235.00,800.00,0.00,0.00,0.00,106620.00,0.00,106620.00,747619.00,0.00,747619.00,229201.00,403.00,169514.00,14148.00,183743.00,21998.00,0.00,15200.00,15200.00,0.00,77603.00,1645.00,67449.00,7539.00,12000.00,280025.00,0.00,280025.00
1994:Q3,2672428.00,1410226.00,952664.00,41665.00,464488.00,239951.00,15951.00,29419.00,97752.00,63438.00,309538.00,2672428.00,485666.00,0.00,30550.00,156961.00,55086.00,101875.00,28168.00,600.00,0.00,0.00,0.00,108376.00,0.00,108376.00,763872.00,0.00,763872.00,228749.00,414.00,177620.00,14878.00,179594.00,20906.00,0.00,17300.00,17300.00,0.00,79283.00,1883.00,66488.00,7859.00,12500.00,290761.00,0.00,290761.00
1994:Q4,2726816.00,1428460.00,976949.00,43670.00,474346.00,247383.00,15265.00,34255.00,102048.00,59982.00,321407.00,2726816.00,548952.00,0.00,31900.00,152758.00,54271.00,98487.00,29007.00,503.00,0.00,0.00,0.00,110133.00,0.00,110133.00,779367.00,0.00,779367.00,225983.00,413.00,179142.00,15498.00,169940.00,19814.00,0.00,19989.00,19989.00,0.00,82376.00,2120.00,64351.00,7112.00,14000.00,273458.00,0.00,273458.00
1995:Q1,2781884.00,1440558.00,1016060.00,43741.00,482851.00,267460.00,15284.00,26870.00,106699.00,73155.00,325266.00,2781884.00,552921.00,0.00,33542.00,148149.00,52167.00,95982.00,35781.00,501.00,0.00,0.00,0.00,113500.00,0.00,113500.00,800306.00,0.00,800306.00,231254.00,422.00,183707.00,15450.00,167088.00,21892.00,0.00,23238.00,23238.00,0.00,87339.00,2152.00,57682.00,7450.00,14000.00,285510.00,0.00,285510.00
1995:Q2,2866504.00,1466402.00,1059747.00,45146.00,503514.00,278093.00,15328.00,26844.00,112139.00,78683.00,340355.00,2866504.00,540014.00,0.00,35730.00,150319.00,55728.00,94591.00,36520.00,508.00,0.00,0.00,0.00,116700.00,0.00,116700.00,829356.00,0.00,829356.00,234852.00,437.00,187618.00,17075.00,188926.00,24442.00,0.00,26318.00,26318.00,0.00,89347.00,2184.00,66357.00,7522.00,16000.00,296279.00,0.00,296279.00
1995:Q3,2946869.00,1476109.00,1113715.00,46681.00,538738.00,286516.00,15353.00,27368.00,116268.00,82791.00,357045.00,2946869.00,570817.00,0.00,37293.00,152271.00,55799.00,96472.00,38256.00,221.00,0.00,0.00,0.00,120001.00,0.00,120001.00,838370.00,0.00,838370.00,236317.00,455.00,189288.00,19178.00,198210.00,25889.00,0.00,24145.00,24145.00,0.00,90055.00,2215.00,66783.00,7783.00,20000.00,309322.00,0.00,309322.00
1995:Q4,3084565.00,1494122.00,1158496.00,46324.00,565119.00,300024.00,15492.00,29300.00,117858.00,84379.00,431947.00,3084565.00,602295.00,0.00,38979.00,148033.00,54143.00,93890.00,38048.00,422.00,0.00,0.00,0.00,123290.00,0.00,123290.00,867005.00,0.00,867005.00,240235.00,483.00,189245.00,21920.00,197848.00,28064.00,0.00,29920.00,29918.00,2.00,95345.00,2887.00,73814.00,7695.00,23750.00,355287.00,0.00,355287.00
1996:Q1,3151224.00,1517031.00,1188217.00,48019.00,582732.00,307509.00,15631.00,21360.00,110801.00,102165.00,445976.00,3151224.00,612844.00,0.00,42719.00,149352.00,55011.00,94341.00,37002.00,397.00,0.00,0.00,0.00,125684.00,0.00,125684.00,876485.00,0.00,876485.00,245217.00,515.00,197582.00,25047.00,203200.00,27150.00,0.00,29401.00,29387.00,14.00,96890.00,3558.00,72438.00,7338.00,27281.00,371124.00,0.00,371124.00
1996:Q2,3237560.00,1542545.00,1243585.00,50663.00,613888.00,319009.00,15827.00,24649.00,113985.00,105564.00,451430.00,3237560.00,644291.00,0.00,45872.00,146838.00,53375.00,93463.00,37057.00,334.00,0.00,0.00,0.00,134599.00,0.00,134599.00,882438.00,0.00,882438.00,248822.00,517.00,202478.00,25501.00,213539.00,27223.00,0.00,26976.00,26974.00,2.00,98291.00,4230.00,72107.00,8545.00,31000.00,386902.00,0.00,386902.00
1996:Q3,3294930.00,1558309.00,1263922.00,51009.00,621575.00,324439.00,16060.00,26068.00,115971.00,108800.00,472699.00,3294930.00,623110.00,0.00,48229.00,142559.00,50255.00,92304.00,38815.00,259.00,0.00,0.00,0.00,140405.00,0.00,140405.00,906615.00,0.00,906615.00,245490.00,535.00,205112.00,25197.00,229813.00,27703.00,0.00,26554.00,26548.00,6.00,102407.00,4873.00,75031.00,9193.00,35313.00,407717.00,0.00,407717.00
1996:Q4,3382374.00,1582383.00,1300394.00,53646.00,634317.00,336794.00,16791.00,27281.00,117965.00,113600.00,499597.00,3382374.00,578911.00,0.00,49680.00,133348.00,46968.00,86380.00,41012.00,303.00,0.00,0.00,0.00,141583.00,0.00,141583.00,964641.00,0.00,964641.00,242888.00,540.00,211425.00,24392.00,245734.00,28603.00,0.00,38064.00,38057.00,7.00,110801.00,4326.00,86930.00,10527.00,36548.00,432118.00,0.00,432118.00
1997:Q1,3419162.00,1610346.00,1303896.00,54745.00,628623.00,330937.00,18263.00,26567.00,119739.00,125022.00,504920.00,3419162.00,543387.00,0.00,47269.00,134892.00,44384.00,90508.00,42773.00,303.00,0.00,0.00,0.00,143616.00,0.00,143616.00,984492.00,0.00,984492.00,251665.00,544.00,221805.00,27009.00,250474.00,27747.00,0.00,38017.00,37975.00,42.00,110934.00,4897.00,93380.00,12301.00,34559.00,449098.00,0.00,449098.00
1997:Q2,3520650.00,1645865.00,1357090.00,56522.00,640613.00,354025.00,20204.00,35301.00,126131.00,124294.00,517695.00,3520650.00,542724.00,0.00,49753.00,136334.00,42349.00,93985.00,42512.00,342.00,0.00,0.00,0.00,148507.00,0.00,148507.00,1021860.00,0.00,1021860.00,258761.00,550.00,229672.00,28310.00,261788.00,28338.00,0.00,39215.00,39166.00,49.00,117766.00,6033.00,91459.00,13628.00,35575.00,467523.00,0.00,467523.00
1997:Q3,3605402.00,1697235.00,1351945.00,57569.00,634778.00,333280.00,26140.00,33583.00,129429.00,137166.00,556222.00,3605402.00,543145.00,0.00,50000.00,135486.00,40621.00,94865.00,43354.00,432.00,0.00,0.00,0.00,153786.00,0.00,153786.00,1035239.00,0.00,1035239.00,267066.00,560.00,233301.00,33287.00,292734.00,29049.00,0.00,34690.00,34637.00,53.00,111370.00,6008.00,99173.00,13726.00,35144.00,487852.00,0.00,487852.00
1997:Q4,3689702.00,1711158.00,1410386.00,64461.00,662290.00,341480.00,31637.00,35340.00,131014.00,144164.00,568158.00,3689702.00,516966.00,0.00,51000.00,142628.00,40517.00,102111.00,44879.00,446.00,0.00,0.00,0.00,159500.00,0.00,159500.00,1072776.00,0.00,1072776.00,276507.00,584.00,244545.00,37060.00,302868.00,29377.00,0.00,44102.00,43925.00,177.00,120521.00,6465.00,92645.00,15485.00,33127.00,498221.00,0.00,498221.00
1998:Q1,3840355.00,1783442.00,1476206.00,68144.00,678583.00,353112.00,39799.00,35082.00,139395.00,162091.00,580707.00,3840355.00,547029.00,0.00,52500.00,147810.00,47338.00,100472.00,46739.00,401.00,0.00,0.00,0.00,163821.00,0.00,163821.00,1099916.00,0.00,1099916.00,278076.00,609.00,254681.00,45645.00,327384.00,30603.00,0.00,43180.00,42984.00,196.00,127383.00,8048.00,98163.00,17740.00,29600.00,521027.00,0.00,521027.00
1998:Q2,4033267.00,1856231.00,1566553.00,69408.00,731299.00,367312.00,47662.00,40084.00,142527.00,168261.00,610483.00,4033267.00,586998.00,0.00,56434.00,161979.00,51590.00,110389.00,43828.00,499.00,0.00,0.00,0.00,166214.00,0.00,166214.00,1118568.00,0.00,1118568.00,277347.00,624.00,264221.00,69582.00,354881.00,32006.00,0.00,48611.00,48436.00,175.00,130668.00,8420.00,101105.00,16995.00,36530.00,557757.00,0.00,557757.00
1998:Q3,4089038.00,1883391.00,1601691.00,70833.00,761598.00,357968.00,50149.00,39435.00,146187.00,175521.00,603956.00,4089038.00,552322.00,0.00,58302.00,174071.00,52137.00,121934.00,45654.00,665.00,0.00,0.00,0.00,168165.00,0.00,168165.00,1136335.00,0.00,1136335.00,281865.00,665.00,274628.00,78789.00,372339.00,33581.00,0.00,57154.00,56986.00,168.00,121165.00,7678.00,91261.00,18581.00,38988.00,576830.00,0.00,576830.00
1998:Q4,4178691.00,1919122.00,1657999.00,74726.00,795489.00,365643.00,53377.00,42533.00,148077.00,178154.00,601570.00,4178691.00,524234.00,0.00,62434.00,203029.00,59905.00,143124.00,50101.00,956.00,0.00,0.00,0.00,171065.00,0.00,171065.00,1155529.00,0.00,1155529.00,296446.00,717.00,279600.00,83924.00,397007.00,34440.00,0.00,68721.00,68463.00,258.00,127605.00,6070.00,74720.00,14784.00,37595.00,589714.00,0.00,589714.00
1999:Q1,4330041.00,1968801.00,1759654.00,75688.00,824525.00,394718.00,59636.00,34756.00,156137.00,214194.00,601586.00,4330041.00,594841.00,0.00,65180.00,205557.00,67262.00,138295.00,44600.00,579.00,0.00,0.00,0.00,172497.00,0.00,172497.00,1168858.00,0.00,1168858.00,302154.00,735.00,286981.00,91388.00,390107.00,33742.00,0.00,74764.00,74501.00,263.00,137978.00,5602.00,82383.00,14125.00,29750.00,628220.00,0.00,628220.00
1999:Q2,4455292.00,2029770.00,1817188.00,76626.00,856708.00,413684.00,58091.00,30182.00,156625.00,225272.00,608334.00,4455292.00,607680.00,0.00,67653.00,233096.00,69076.00,164020.00,43929.00,403.00,0.00,0.00,0.00,177806.00,0.00,177806.00,1171558.00,0.00,1171558.00,313168.00,741.00,288017.00,98840.00,400783.00,33448.00,0.00,76379.00,76073.00,306.00,141965.00,5548.00,86463.00,15562.00,37209.00,655044.00,0.00,655044.00
1999:Q3,4567189.00,2099734.00,1854230.00,78105.00,863572.00,428899.00,58879.00,34623.00,166259.00,223893.00,613225.00,4567189.00,626336.00,0.00,70172.00,241596.00,69801.00,171795.00,41714.00,346.00,0.00,0.00,0.00,179610.00,0.00,179610.00,1168173.00,0.00,1168173.00,320311.00,731.00,310694.00,115833.00,398851.00,32743.00,0.00,84426.00,84084.00,342.00,140434.00,5242.00,82332.00,15612.00,29847.00,702186.00,0.00,702186.00
1999:Q4,4494079.00,2126285.00,1809913.00,78537.00,813671.00,430317.00,61744.00,25309.00,164800.00,235535.00,557881.00,4494079.00,491054.00,0.00,74029.00,264213.00,71628.00,192585.00,45009.00,452.00,0.00,0.00,0.00,181106.00,0.00,181106.00,1157805.00,0.00,1157805.00,339549.00,704.00,310038.00,127839.00,397825.00,33091.00,0.00,97518.00,97223.00,295.00,154573.00,9169.00,86599.00,15946.00,33771.00,673789.00,0.00,673789.00
2000:Q1,4583625.00,2171111.00,1844257.00,81019.00,815041.00,447137.00,62902.00,36416.00,170599.00,231143.00,568257.00,4583625.00,454411.00,0.00,76783.00,261530.00,67277.00,194253.00,45709.00,357.00,0.00,0.00,0.00,182270.00,0.00,182270.00,1177471.00,0.00,1177471.00,331245.00,668.00,325300.00,175908.00,395935.00,32888.00,0.00,101009.00,100686.00,323.00,157329.00,9063.00,102574.00,14567.00,23783.00,714825.00,0.00,714825.00
2000:Q2,4654814.00,2204170.00,1900707.00,84305.00,817940.00,484002.00,64283.00,36247.00,176840.00,237090.00,549937.00,4654814.00,491048.00,0.00,78947.00,262560.00,68227.00,194333.00,45041.00,367.00,0.00,0.00,0.00,183258.00,0.00,183258.00,1183830.00,0.00,1183830.00,315344.00,660.00,310008.00,185232.00,385860.00,32089.00,0.00,112890.00,112575.00,315.00,159425.00,9317.00,101083.00,12920.00,31129.00,753806.00,0.00,753806.00
2000:Q3,4769263.00,2247192.00,1950375.00,87248.00,829589.00,508183.00,65365.00,42588.00,182720.00,234682.00,571696.00,4769263.00,527490.00,0.00,81721.00,291577.00,71716.00,219861.00,45685.00,695.00,0.00,0.00,0.00,186232.00,0.00,186232.00,1198405.00,0.00,1198405.00,294069.00,672.00,310917.00,182484.00,381228.00,31490.00,0.00,120608.00,120296.00,312.00,167189.00,8360.00,108109.00,13341.00,23919.00,795072.00,0.00,795072.00
2000:Q4,4855405.00,2277731.00,1995277.00,92648.00,869551.00,503255.00,64601.00,40944.00,186801.00,237477.00,582397.00,4855405.00,562305.00,0.00,83811.00,311378.00,79588.00,231790.00,52715.00,758.00,0.00,0.00,0.00,187526.00,0.00,187526.00,1209167.00,0.00,1209167.00,262616.00,731.00,314225.00,180059.00,361169.00,30653.00,0.00,131133.00,124149.00,6984.00,173357.00,9354.00,103760.00,13193.00,24919.00,842576.00,0.00,842576.00
2001:Q1,5096826.00,2379956.00,2171772.00,95968.00,985548.00,535716.00,67455.00,35007.00,203193.00,248885.00,545098.00,5096826.00,637753.00,0.00,86255.00,313046.00,86044.00,227002.00,49519.00,1513.00,0.00,0.00,0.00,189118.00,0.00,189118.00,1245037.00,0.00,1245037.00,263736.00,997.00,296633.00,199163.00,373388.00,29846.00,0.00,139852.00,132626.00,7226.00,177258.00,8438.00,114687.00,13393.00,44600.00,912594.00,0.00,912594.00
2001:Q2,5248199.00,2482288.00,2246814.00,95335.00,1036297.00,544301.00,65151.00,43913.00,206362.00,255455.00,519097.00,5248199.00,643485.00,0.00,89948.00,323177.00,81145.00,242032.00,70631.00,1209.00,0.00,0.00,0.00,189117.00,0.00,189117.00,1279867.00,0.00,1279867.00,254785.00,1080.00,278142.00,201426.00,380665.00,28154.00,0.00,155864.00,147330.00,8534.00,170048.00,7861.00,122200.00,12940.00,49272.00,988328.00,0.00,988328.00
2001:Q3,5333098.00,2517521.00,2319598.00,97888.00,1084259.00,558826.00,67025.00,47064.00,210328.00,254208.00,495979.00,5333098.00,586669.00,0.00,91469.00,334874.00,77988.00,256886.00,73279.00,1423.00,0.00,0.00,0.00,192395.00,0.00,192395.00,1319991.00,0.00,1319991.00,249615.00,1431.00,282050.00,208465.00,380900.00,26754.00,0.00,165466.00,156715.00,8751.00,176461.00,7824.00,141662.00,12766.00,60160.00,1019444.00,0.00,1019444.00
2001:Q4,5484881.00,2571285.00,2408110.00,98303.00,1151731.00,571319.00,69243.00,42343.00,215494.00,259677.00,505486.00,5484881.00,658605.00,0.00,95108.00,350256.00,97750.00,252506.00,86943.00,1372.00,0.00,0.00,0.00,198824.00,37529.00,161295.00,1345324.00,263323.00,1082001.00,239983.00,1610.00,279658.00,204720.00,380311.00,28036.00,0.00,155735.00,144781.00,10954.00,192367.00,9778.00,151023.00,15290.00,70768.00,1019170.00,0.00,1019170.00
2002:Q1,5640971.00,2624428.00,2511165.00,95784.00,1232546.00,579901.00,69901.00,38425.00,212516.00,282092.00,505378.00,5640971.00,679061.00,0.00,97186.00,351763.00,91982.00,259781.00,81186.00,1229.00,0.00,0.00,0.00,200336.00,37710.00,162626.00,1385220.00,268409.00,1116811.00,248415.00,1588.00,277666.00,206058.00,403469.00,30653.00,0.00,168159.00,157857.00,10302.00,188175.00,9573.00,158181.00,14070.00,82320.00,1056663.00,0.00,1056663.00
2002:Q2,5805715.00,2657834.00,2629745.00,96029.00,1310496.00,604567.00,74425.00,42805.00,220735.00,280688.00,518136.00,5805715.00,762331.00,0.00,99212.00,338307.00,82487.00,255820.00,81405.00,1403.00,0.00,0.00,0.00,201647.00,37893.00,163754.00,1414704.00,273662.00,1141042.00,264061.00,1697.00,262475.00,196577.00,416321.00,30027.00,0.00,178512.00,168868.00,9644.00,192700.00,11130.00,174895.00,12849.00,70001.00,1095461.00,168630.00,926831.00
2002:Q3,5845142.00,2642482.00,2682257.00,94996.00,1362661.00,592315.00,79713.00,46614.00,225251.00,280707.00,520403.00,5845142.00,733530.00,0.00,100758.00,344449.00,89255.00,255194.00,84312.00,1141.00,0.00,0.00,0.00,201516.00,38076.00,163440.00,1455592.00,279000.00,1176592.00,263734.00,2066.00,239673.00,209834.00,407803.00,29107.00,1724.00,188586.00,180020.00,8566.00,201971.00,12514.00,172343.00,13310.00,67269.00,1113910.00,171279.00,942631.00
2002:Q4,6050146.00,2653651.00,2834425.00,97547.00,1449487.00,635288.00,83260.00,40624.00,238074.00,290145.00,562070.00,6050146.00,866116.00,0.00,104168.00,345011.00,89949.00,255062.00,85959.00,1090.00,22083.00,0.00,22083.00,205439.00,38260.00,167179.00,1480987.00,284316.00,1196671.00,251755.00,2941.00,217265.00,212566.00,425692.00,29984.00,1857.00,189268.00,182434.00,6834.00,210467.00,10351.00,183078.00,12882.00,56415.00,1134772.00,174293.00,960479.00
2003:Q1,6204895.00,2669633.00,2999336.00,99476.00,1559982.00,652051.00,86800.00,50232.00,258243.00,292552.00,535926.00,6204895.00,770688.00,0.00,104101.00,350363.00,100074.00,250289.00,167930.00,783.00,24871.00,0.00,24871.00,209657.00,39866.00,169791.00,1542630.00,287024.00,1255606.00,255421.00,4033.00,193842.00,223651.00,437392.00,35674.00,2055.00,198970.00,191931.00,7039.00,219026.00,15067.00,170490.00,17593.00,72689.00,1187969.00,182261.00,1005708.00
2003:Q2,6345474.00,2706237.00,3117797.00,101472.00,1637843.00,678261.00,91085.00,46175.00,263074.00,299887.00,521440.00,6345474.00,662910.00,0.00,107316.00,335758.00,98625.00,237133.00,171669.00,1671.00,27473.00,0.00,27473.00,213126.00,41539.00,171587.00,1600987.00,289771.00,1311216.00,259668.00,4045.00,171488.00,254497.00,484947.00,51491.00,2501.00,200724.00,193162.00,7562.00,235140.00,14264.00,191988.00,22950.00,84075.00,1246786.00,191071.00,1055715.00
2003:Q3,6435860.00,2733310.00,3188849.00,102272.00,1671694.00,703846.00,97806.00,48640.00,263941.00,300650.00,513701.00,6435860.00,588221.00,0.00,106522.00,345043.00,105555.00,239488.00,166131.00,1586.00,23616.00,0.00,23616.00,218406.00,43282.00,175124.00,1636173.00,292550.00,1343623.00,266307.00,3860.00,190290.00,251994.00,488321.00,58793.00,2346.00,205168.00,200600.00,4568.00,253769.00,17054.00,201843.00,14315.00,98124.00,1297978.00,211044.00,1086934.00
2003:Q4,6796227.00,2727346.00,3322379.00,104014.00,1736023.00,743228.00,107089.00,46991.00,279510.00,305524.00,746502.00,6796227.00,708797.00,0.00,107912.00,378520.00,121219.00,257301.00,164047.00,1447.00,24349.00,0.00,24349.00,225811.00,45098.00,180713.00,1672925.00,295338.00,1377587.00,272966.00,3658.00,207406.00,252426.00,516543.00,61458.00,2520.00,222812.00,220464.00,2348.00,263751.00,18881.00,219299.00,14194.00,111347.00,1345158.00,231285.00,1113873.00
2004:Q1,6995488.00,2752665.00,3484947.00,104531.00,1848186.00,753330.00,117683.00,59978.00,290400.00,310839.00,757876.00,6995488.00,701050.00,0.00,109180.00,380269.00,157602.00,222667.00,174740.00,1633.00,26841.00,0.00,26841.00,235367.00,46594.00,188773.00,1724772.00,303756.00,1421016.00,276136.00,3655.00,222756.00,245629.00,562181.00,63899.00,2980.00,258966.00,256642.00,2324.00,258880.00,24536.00,214940.00,13931.00,103963.00,1389184.00,251835.00,1137349.00
2004:Q2,7113215.00,2723876.00,3635029.00,107888.00,1972657.00,759260.00,126407.00,60596.00,299798.00,308423.00,754310.00,7113215.00,722202.00,0.00,114218.00,375897.00,153651.00,222246.00,166004.00,1382.00,24799.00,0.00,24799.00,241318.00,48139.00,193179.00,1767577.00,312413.00,1455164.00,273049.00,3634.00,237429.00,255518.00,508898.00,64330.00,2969.00,297503.00,294693.00,2810.00,248908.00,27583.00,229721.00,13462.00,93284.00,1443530.00,275175.00,1168355.00
2004:Q3,7340147.00,2723442.00,3815844.00,109414.00,2106485.00,766945.00,144705.00,68897.00,314537.00,304861.00,800861.00,7340147.00,698063.00,0.00,116014.00,408988.00,164171.00,244817.00,171342.00,1204.00,21754.00,0.00,21754.00,247985.00,49736.00,198249.00,1809480.00,321320.00,1488160.00,268917.00,3997.00,244314.00,249003.00,524827.00,66162.00,3269.00,338358.00,336521.00,1837.00,253082.00,33113.00,238203.00,13214.00,98502.00,1530356.00,317924.00,1212432.00
2004:Q4,7567219.00,2715583.00,4043068.00,116881.00,2216828.00,817353.00,183845.00,62237.00,328176.00,317748.00,808568.00,7567219.00,659685.00,0.00,119410.00,425096.00,175584.00,249512.00,188234.00,1294.00,24966.00,0.00,24966.00,252586.00,51385.00,201201.00,1843131.00,330487.00,1512644.00,265356.00,3985.00,247439.00,251429.00,544185.00,69077.00,3510.00,414801.00,339453.00,75348.00,256037.00,35992.00,237991.00,15526.00,96847.00,1610642.00,362175.00,1248467.00
2005:Q1,7803055.00,2712494.00,4265682.00,121330.00,2369040.00,849465.00,195883.00,65026.00,343462.00,321476.00,824879.00,7803055.00,705181.00,0.00,121294.00,452821.00,194555.00,258266.00,223461.00,1083.00,27004.00,0.00,27004.00,257560.00,54796.00,202764.00,1867904.00,342104.00,1525800.00,267690.00,4011.00,269352.00,238784.00,534890.00,69597.00,4030.00,424456.00,347376.00,77080.00,248228.00,38465.00,256096.00,14713.00,108926.00,1667509.00,403508.00,1264001.00
2005:Q2,8006144.00,2684831.00,4466137.00,121953.00,2522859.00,865142.00,212282.00,63720.00,350711.00,329470.00,855176.00,8006144.00,692553.00,0.00,122831.00,477530.00,211766.00,265764.00,239276.00,1305.00,24561.00,0.00,24561.00,258819.00,58433.00,200386.00,1870544.00,354143.00,1516401.00,274549.00,4114.00,285580.00,235179.00,558529.00,70155.00,4475.00,444882.00,366085.00,78797.00,252567.00,44024.00,277761.00,23307.00,96344.00,1747259.00,452717.00,1294542.00
2005:Q3,8065115.00,2686300.00,4524113.00,123877.00,2669065.00,753761.00,219507.00,70720.00,358188.00,328995.00,854702.00,8065115.00,607474.00,0.00,128523.00,496830.00,226219.00,270611.00,268764.00,1106.00,19839.00,0.00,19839.00,265036.00,62312.00,202724.00,1877545.00,366595.00,1510950.00,281027.00,4413.00,303249.00,247686.00,556163.00,69989.00,5003.00,462936.00,382190.00,80746.00,204224.00,49656.00,279551.00,12850.00,83069.00,1840182.00,496434.00,1343748.00
2005:Q4,8240912.00,2674383.00,4741728.00,130387.00,2808108.00,806478.00,216679.00,62361.00,372374.00,345341.00,824801.00,8240912.00,762569.00,0.00,131668.00,492825.00,236358.00,256467.00,267520.00,767.00,23477.00,0.00,23477.00,263703.00,66448.00,197255.00,1866380.00,379500.00,1486880.00,286114.00,4364.00,330585.00,264803.00,551113.00,68710.00,5312.00,465676.00,382937.00,82739.00,203548.00,52976.00,315704.00,11820.00,67472.00,1803806.00,505874.00,1297932.00
2006:Q1,8474463.00,2690992.00,4936988.00,134421.00,2965581.00,810930.00,227550.00,71136.00,379945.00,347425.00,846483.00,8474463.00,769259.00,0.00,132316.00,514919.00,252933.00,261986.00,276537.00,548.00,27709.00,0.00,27709.00,268276.00,69325.00,198951.00,1886346.00,387100.00,1499246.00,288240.00,4312.00,362863.00,279849.00,583599.00,70052.00,5621.00,473144.00,388870.00,84274.00,200501.00,55100.00,319756.00,11672.00,75000.00,1868844.00,544060.00,1324784.00
2006:Q2,8762442.00,2709535.00,5111819.00,141858.00,3082470.00,832620.00,230081.00,72769.00,397692.00,354329.00,941088.00,8762442.00,855353.00,0.00,135359.00,535355.00,260893.00,274462.00,287254.00,106.00,25541.00,0.00,25541.00,271751.00,72327.00,199424.00,1888678.00,394847.00,1493831.00,297550.00,4274.00,394160.00,296682.00,591031.00,71917.00,6048.00,479124.00,393429.00,85695.00,189849.00,58720.00,327412.00,12082.00,65137.00,1969059.00,594252.00,1374807.00
2006:Q3,8975945.00,2716374.00,5290076.00,146078.00,3250266.00,824020.00,233616.00,74011.00,405597.00,356488.00,969495.00,8975945.00,740245.00,0.00,140776.00,544399.00,254989.00,289410.00,287695.00,102.00,25123.00,0.00,25123.00,273833.00,75459.00,198374.00,1885166.00,402688.00,1482478.00,311170.00,4490.00,392890.00,343254.00,626362.00,72741.00,6658.00,476660.00,389740.00,86920.00,183508.00,59957.00,340123.00,14512.00,71420.00,2174861.00,676129.00,1498732.00
2006:Q4,9279125.00,2747770.00,5507072.00,159943.00,3409602.00,849666.00,230581.00,68788.00,421538.00,366954.00,1024283.00,9279125.00,736007.00,0.00,144443.00,564002.00,268313.00,295689.00,295775.00,379.00,30629.00,0.00,30629.00,277361.00,78726.00,198635.00,1842201.00,410735.00,1431466.00,345081.00,4818.00,404379.00,368769.00,667340.00,73231.00,7632.00,481737.00,393479.00,88258.00,184833.00,64612.00,355486.00,16702.00,60376.00,2353332.00,753001.00,1600331.00
2007:Q1,9731281.00,2774510.00,5843789.00,164722.00,3582851.00,963584.00,246113.00,83652.00,439043.00,363824.00,1112982.00,9731281.00,804434.00,0.00,149536.00,585350.00,272879.00,312471.00,318665.00,350.00,36606.00,0.00,36606.00,279993.00,80826.00,199167.00,1853508.00,415563.00,1437945.00,350304.00,5146.00,414000.00,394534.00,688997.00,73830.00,8575.00,493010.00,406529.00,86481.00,189133.00,63727.00,400261.00,14603.00,69586.00,2537133.00,834872.00,1702261.00
